state,year,age,numpop
24,2000,0,59544
24,2000,1,59644
24,2000,2,59889
24,2000,3,60223
24,2000,4,60618
24,2001,0,58495
24,2001,1,58632
24,2001,2,58960
24,2001,3,59409
24,2001,4,59907
24,2002,0,57071
24,2002,1,57241
24,2002,2,57644
24,2002,3,58195
24,2002,4,58818
24,2003,0,55611
24,2003,1,55800
24,2003,2,56257
24,2003,3,56919
24,2003,4,57659
24,2004,0,54254
24,2004,1,54420
24,2004,2,54937
24,2004,3,55697
24,2004,4,56558
24,2005,0,53395
24,2005,1,53539
24,2005,2,54088
24,2005,3,54923
24,2005,4,55892
24,2006,0,52845
24,2006,1,52966
24,2006,2,53513
24,2006,3,54383
24,2006,4,55417
24,2007,0,52263
24,2007,1,52378
24,2007,2,52869
24,2007,3,53727
24,2007,4,54789
24,2008,0,51817
24,2008,1,51862
24,2008,2,52330
24,2008,3,53140
24,2008,4,54163
24,2009,0,51600
24,2009,1,51598
24,2009,2,51994
24,2009,3,52709
24,2009,4,53630
24,2000,5,59799
24,2000,6,60149
24,2000,7,60511
24,2000,8,60910
24,2000,9,61383
24,2001,5,59389
24,2001,6,59803
24,2001,7,60204
24,2001,8,60628
24,2001,9,61135
24,2002,5,59230
24,2002,6,59734
24,2002,7,60178
24,2002,8,60614
24,2002,9,61116
24,2003,5,59142
24,2003,6,59760
24,2003,7,60267
24,2003,8,60717
24,2003,9,61186
24,2004,5,58832
24,2004,6,59589
24,2004,7,60185
24,2004,8,60655
24,2004,9,61084
24,2005,5,58173
24,2005,6,59048
24,2005,7,59737
24,2005,8,60251
24,2005,9,60660
24,2006,5,57147
24,2006,6,58137
24,2006,7,58922
24,2006,8,59501
24,2006,9,59932
24,2007,5,55794
24,2007,6,56821
24,2007,7,57678
24,2007,8,58340
24,2007,9,58840
24,2008,5,54415
24,2008,6,55439
24,2008,7,56340
24,2008,8,57096
24,2008,9,57707
24,2009,5,53158
24,2009,6,54133
24,2009,7,55039
24,2009,8,55888
24,2009,9,56630
24,2000,10,63856
24,2000,11,64494
24,2000,12,65115
24,2000,13,65610
24,2000,14,65851
24,2001,10,62840
24,2001,11,63572
24,2001,12,64330
24,2001,13,65002
24,2001,14,65455
24,2002,10,61696
24,2002,11,62436
24,2002,12,63239
24,2002,13,64011
24,2002,14,64631
24,2003,10,60602
24,2003,11,61285
24,2003,12,62038
24,2003,13,62827
24,2003,14,63543
24,2004,10,59805
24,2004,11,60368
24,2004,12,61034
24,2004,13,61775
24,2004,14,62520
24,2005,10,59412
24,2005,11,59863
24,2005,12,60413
24,2005,13,61062
24,2005,14,61774
24,2006,10,59269
24,2006,11,59649
24,2006,12,60100
24,2006,13,60638
24,2006,14,61273
24,2007,10,59298
24,2007,11,59673
24,2007,12,60086
24,2007,13,60524
24,2007,14,61065
24,2008,10,59309
24,2008,11,59747
24,2008,12,60159
24,2008,13,60577
24,2008,14,61049
24,2009,10,59007
24,2009,11,59572
24,2009,12,60066
24,2009,13,60515
24,2009,14,60955
24,2000,15,63976
24,2000,16,63550
24,2000,17,62632
24,2000,18,61232
24,2000,19,59413
24,2001,15,64897
24,2001,16,64617
24,2001,17,63843
24,2001,18,62549
24,2001,19,60787
24,2002,15,65368
24,2002,16,65320
24,2002,17,64792
24,2002,18,63748
24,2002,19,62214
24,2003,15,65375
24,2003,16,65586
24,2003,17,65379
24,2003,18,64699
24,2003,19,63540
24,2004,15,64898
24,2004,16,65347
24,2004,17,65475
24,2004,18,65206
24,2004,19,64507
24,2005,15,63985
24,2005,16,64608
24,2005,17,65022
24,2005,18,65121
24,2005,19,64901
24,2006,15,62850
24,2006,16,63558
24,2006,17,64173
24,2006,18,64595
24,2006,19,64731
24,2007,15,61651
24,2007,16,62352
24,2007,17,63048
24,2007,18,63645
24,2007,19,64030
24,2008,15,60553
24,2008,16,61174
24,2008,17,61838
24,2008,18,62474
24,2008,19,62977
24,2009,15,59780
24,2009,16,60280
24,2009,17,60835
24,2009,18,61415
24,2009,19,61916
24,2000,20,57247
24,2000,21,54945
24,2000,22,52614
24,2000,23,50392
24,2000,24,48393
24,2001,20,59023
24,2001,21,56657
24,2001,22,54222
24,2001,23,51870
24,2001,24,49735
24,2002,20,60501
24,2002,21,58257
24,2002,22,55868
24,2002,23,53492
24,2002,24,51273
24,2003,20,61671
24,2003,21,59712
24,2003,22,57508
24,2003,23,55209
24,2003,24,52968
24,2004,20,62570
24,2004,21,61001
24,2004,22,59086
24,2004,23,56945
24,2004,24,54750
24,2005,20,63242
24,2005,21,62105
24,2005,22,60540
24,2005,23,58642
24,2005,24,56549
24,2006,20,63703
24,2006,21,62979
24,2006,22,61784
24,2006,23,60176
24,2006,24,58265
24,2007,20,63959
24,2007,21,63591
24,2007,22,62757
24,2007,23,61473
24,2007,24,59820
24,2008,20,63945
24,2008,21,63861
24,2008,22,63359
24,2008,23,62424
24,2008,24,61104
24,2009,20,63553
24,2009,21,63676
24,2009,22,63464
24,2009,23,62879
24,2009,24,61939
24,2000,25,46478
24,2000,26,45120
24,2000,27,44086
24,2000,28,43341
24,2000,29,42835
24,2001,25,47576
24,2001,26,46116
24,2001,27,45000
24,2001,28,44184
24,2001,29,43640
24,2002,25,49088
24,2002,26,47482
24,2002,27,46220
24,2002,28,45205
24,2002,29,44510
24,2003,25,50927
24,2003,26,49152
24,2003,27,47611
24,2003,28,46385
24,2003,29,45471
24,2004,25,52873
24,2004,26,50898
24,2004,27,49150
24,2004,28,47683
24,2004,29,46516
24,2005,25,54738
24,2005,26,52654
24,2005,27,50742
24,2005,28,49066
24,2005,29,47657
24,2006,25,56429
24,2006,26,54353
24,2006,27,52376
24,2006,28,50568
24,2006,29,48974
24,2007,25,57869
24,2007,26,55941
24,2007,27,54020
24,2007,28,52185
24,2007,29,50490
24,2008,25,59068
24,2008,26,57380
24,2008,27,55623
24,2008,28,53866
24,2008,29,52166
24,2009,25,60038
24,2009,26,58654
24,2009,27,57142
24,2009,28,55552
24,2009,29,53927
24,2000,30,43480
24,2000,31,43244
24,2000,32,43029
24,2000,33,42756
24,2000,34,42348
24,2001,30,43719
24,2001,31,43517
24,2001,32,43365
24,2001,33,43187
24,2001,34,42902
24,2002,30,43972
24,2002,31,43700
24,2002,32,43517
24,2002,33,43376
24,2002,34,43176
24,2003,30,44359
24,2003,31,43934
24,2003,32,43654
24,2003,33,43458
24,2003,34,43271
24,2004,30,45047
24,2004,31,44406
24,2004,32,43954
24,2004,33,43645
24,2004,34,43431
24,2005,30,46127
24,2005,31,45235
24,2005,32,44561
24,2005,33,44079
24,2005,34,43765
24,2006,30,47524
24,2006,31,46384
24,2006,32,45464
24,2006,33,44759
24,2006,34,44250
24,2007,30,49173
24,2007,31,47819
24,2007,32,46654
24,2007,33,45718
24,2007,34,44954
24,2008,30,50987
24,2008,31,49484
24,2008,32,48080
24,2008,33,46866
24,2008,34,45879
24,2009,30,52797
24,2009,31,51187
24,2009,32,49632
24,2009,33,48203
24,2009,34,46980
24,2000,35,41159
24,2000,36,40374
24,2000,37,39299
24,2000,38,37931
24,2000,39,36302
24,2001,35,42324
24,2001,36,41640
24,2001,37,40663
24,2001,38,39369
24,2001,39,37783
24,2002,35,43096
24,2002,36,42572
24,2002,37,41773
24,2002,38,40645
24,2002,39,39250
24,2003,35,43539
24,2003,36,43190
24,2003,37,42626
24,2003,38,41785
24,2003,39,40639
24,2004,35,43797
24,2004,36,43586
24,2004,37,43254
24,2004,38,42709
24,2004,39,41875
24,2005,35,43983
24,2005,36,43846
24,2005,37,43694
24,2005,38,43409
24,2005,39,42882
24,2006,35,44169
24,2006,36,44029
24,2006,37,43973
24,2006,38,43872
24,2006,39,43592
24,2007,35,44391
24,2007,36,44163
24,2007,37,44105
24,2007,38,44079
24,2007,39,43951
24,2008,35,44775
24,2008,36,44383
24,2008,37,44234
24,2008,38,44161
24,2008,39,44075
24,2009,35,45494
24,2009,36,44875
24,2009,37,44525
24,2009,38,44337
24,2009,39,44195
24,2000,40,33935
24,2000,41,32024
24,2000,42,30113
24,2000,43,28311
24,2000,44,26704
24,2001,40,35863
24,2001,41,33880
24,2001,42,31866
24,2001,43,29943
24,2001,44,28198
24,2002,40,37719
24,2002,41,35801
24,2002,42,33794
24,2002,43,31847
24,2002,44,29997
24,2003,40,39480
24,2003,41,37728
24,2003,42,35802
24,2003,43,33825
24,2003,44,31902
24,2004,40,40947
24,2004,41,39445
24,2004,42,37679
24,2004,43,35760
24,2004,44,33835
24,2005,40,42058
24,2005,41,40849
24,2005,42,39313
24,2005,43,37530
24,2005,44,35674
24,2006,40,42878
24,2006,41,41962
24,2006,42,40695
24,2006,43,39139
24,2006,44,37390
24,2007,40,43484
24,2007,41,42819
24,2007,42,41816
24,2007,43,40505
24,2007,44,38947
24,2008,40,43934
24,2008,41,43447
24,2008,42,42671
24,2008,43,41618
24,2008,44,40308
24,2009,40,44285
24,2009,41,43896
24,2009,42,43281
24,2009,43,42487
24,2009,44,41454
24,2000,45,25634
24,2000,46,24548
24,2000,47,23698
24,2000,48,23064
24,2000,49,22587
24,2001,45,26581
24,2001,46,25428
24,2001,47,24458
24,2001,48,23760
24,2001,49,23249
24,2002,45,27925
24,2002,46,26578
24,2002,47,25485
24,2002,48,24642
24,2002,49,24002
24,2003,45,29571
24,2003,46,28067
24,2003,47,26755
24,2003,48,25685
24,2003,49,24826
24,2004,45,31436
24,2004,46,29746
24,2004,47,28232
24,2004,48,26890
24,2004,49,25756
24,2005,45,33410
24,2005,46,31576
24,2005,47,29841
24,2005,48,28246
24,2005,49,26826
24,2006,45,35404
24,2006,46,33498
24,2006,47,31610
24,2006,48,29798
24,2006,49,28117
24,2007,45,37352
24,2007,46,35479
24,2007,47,33542
24,2007,48,31598
24,2007,49,29714
24,2008,45,39091
24,2008,46,37373
24,2008,47,35515
24,2008,48,33561
24,2008,49,31573
24,2009,45,40462
24,2009,46,39010
24,2009,47,37360
24,2009,48,35525
24,2009,49,33553
24,2000,50,23063
24,2000,51,22637
24,2000,52,22155
24,2000,53,21573
24,2000,54,20855
24,2001,50,23582
24,2001,51,23144
24,2001,52,22672
24,2001,53,22127
24,2001,54,21426
24,2002,50,23861
24,2002,51,23378
24,2002,52,22888
24,2002,53,22342
24,2002,54,21685
24,2003,50,24095
24,2003,51,23493
24,2003,52,22941
24,2003,53,22392
24,2003,54,21802
24,2004,50,24549
24,2004,51,23764
24,2004,52,23101
24,2004,53,22522
24,2004,54,22008
24,2005,50,25378
24,2005,51,24368
24,2005,52,23541
24,2005,53,22899
24,2005,54,22406
24,2006,50,26539
24,2006,51,25292
24,2006,52,24236
24,2006,53,23464
24,2006,54,22935
24,2007,50,28012
24,2007,51,26473
24,2007,52,25197
24,2007,53,24241
24,2007,54,23595
24,2008,50,29722
24,2008,51,27939
24,2008,52,26412
24,2008,53,25214
24,2008,54,24364
24,2009,50,31566
24,2009,51,29611
24,2009,52,27845
24,2009,53,26373
24,2009,54,25248
24,2000,55,18471
24,2000,56,17595
24,2000,57,16685
24,2000,58,15807
24,2000,59,15028
24,2001,55,19364
24,2001,56,18458
24,2001,57,17498
24,2001,58,16553
24,2001,59,15694
24,2002,55,20444
24,2002,56,19573
24,2002,57,18623
24,2002,58,17646
24,2002,59,16718
24,2003,55,21511
24,2003,56,20754
24,2003,57,19880
24,2003,58,18925
24,2003,59,17958
24,2004,55,22359
24,2004,56,21733
24,2004,57,20985
24,2004,58,20108
24,2004,59,19147
24,2005,55,22863
24,2005,56,22387
24,2005,57,21792
24,2005,58,21033
24,2005,59,20125
24,2006,55,23141
24,2006,56,22779
24,2006,57,22321
24,2006,58,21688
24,2006,59,20866
24,2007,55,23242
24,2007,56,22915
24,2007,57,22538
24,2007,58,22008
24,2007,59,21291
24,2008,55,23376
24,2008,56,22984
24,2008,57,22610
24,2008,58,22116
24,2008,59,21507
24,2009,55,23791
24,2009,56,23238
24,2009,57,22780
24,2009,58,22297
24,2009,59,21713
24,2000,60,15895
24,2000,61,15275
24,2000,62,14807
24,2000,63,14425
24,2000,64,14040
24,2001,60,16265
24,2001,61,15638
24,2001,62,15171
24,2001,63,14807
24,2001,64,14442
24,2002,60,16520
24,2002,61,15839
24,2002,62,15326
24,2002,63,14927
24,2002,64,14543
24,2003,60,16779
24,2003,61,16023
24,2003,62,15421
24,2003,63,14943
24,2003,64,14502
24,2004,60,17225
24,2004,61,16387
24,2004,62,15675
24,2004,63,15090
24,2004,64,14573
24,2005,60,17938
24,2005,61,17025
24,2005,62,16202
24,2005,63,15500
24,2005,64,14893
24,2006,60,18855
24,2006,61,17893
24,2006,62,16980
24,2006,63,16172
24,2006,64,15472
24,2007,60,19987
24,2007,61,19007
24,2007,62,18040
24,2007,63,17152
24,2007,64,16369
24,2008,60,21138
24,2008,61,20190
24,2008,62,19214
24,2008,63,18292
24,2008,64,17458
24,2009,60,22051
24,2009,61,21170
24,2009,62,20248
24,2009,63,19354
24,2009,64,18518
24,2000,65,11886
24,2000,66,11338
24,2000,67,10662
24,2000,68,9919
24,2000,69,9185
24,2001,65,12566
24,2001,66,11982
24,2001,67,11231
