state,year,age,numpop
11,2000,0,31846
11,2000,1,32082
11,2000,2,32231
11,2000,3,32299
11,2000,4,32358
11,2001,0,31890
11,2001,1,32161
11,2001,2,32330
11,2001,3,32422
11,2001,4,32483
11,2002,0,31637
11,2002,1,31886
11,2002,2,32069
11,2002,3,32188
11,2002,4,32296
11,2003,0,31100
11,2003,1,31320
11,2003,2,31528
11,2003,3,31704
11,2003,4,31873
11,2004,0,30483
11,2004,1,30687
11,2004,2,30910
11,2004,3,31148
11,2004,4,31404
11,2005,0,29889
11,2005,1,30070
11,2005,2,30316
11,2005,3,30623
11,2005,4,30978
11,2006,0,28995
11,2006,1,29148
11,2006,2,29411
11,2006,3,29780
11,2006,4,30229
11,2007,0,28269
11,2007,1,28398
11,2007,2,28660
11,2007,3,29079
11,2007,4,29608
11,2008,0,27759
11,2008,1,27836
11,2008,2,28105
11,2008,3,28556
11,2008,4,29142
11,2009,0,27324
11,2009,1,27352
11,2009,2,27600
11,2009,3,28052
11,2009,4,28655
11,2000,5,32760
11,2000,6,32801
11,2000,7,32869
11,2000,8,32968
11,2000,9,33092
11,2001,5,32423
11,2001,6,32489
11,2001,7,32583
11,2001,8,32715
11,2001,9,32877
11,2002,5,32114
11,2002,6,32226
11,2002,7,32364
11,2002,8,32529
11,2002,9,32716
11,2003,5,31817
11,2003,6,32000
11,2003,7,32199
11,2003,8,32396
11,2003,9,32597
11,2004,5,31516
11,2004,6,31787
11,2004,7,32052
11,2004,8,32296
11,2004,9,32510
11,2005,5,31195
11,2005,6,31571
11,2005,7,31917
11,2005,8,32212
11,2005,9,32441
11,2006,5,31120
11,2006,6,31608
11,2006,7,32044
11,2006,8,32399
11,2006,9,32656
11,2007,5,30729
11,2007,6,31310
11,2007,7,31828
11,2007,8,32244
11,2007,9,32541
11,2008,5,30100
11,2008,6,30747
11,2008,7,31327
11,2008,8,31807
11,2008,9,32157
11,2009,5,29443
11,2009,6,30123
11,2009,7,30738
11,2009,8,31283
11,2009,9,31696
11,2000,10,33193
11,2000,11,33289
11,2000,12,33317
11,2000,13,33245
11,2000,14,33050
11,2001,10,33144
11,2001,11,33282
11,2001,12,33353
11,2001,13,33320
11,2001,14,33164
11,2002,10,33089
11,2002,11,33244
11,2002,12,33332
11,2002,13,33323
11,2002,14,33200
11,2003,10,33020
11,2003,11,33165
11,2003,12,33246
11,2003,13,33240
11,2003,14,33136
11,2004,10,32904
11,2004,11,33023
11,2004,12,33076
11,2004,13,33055
11,2004,14,32959
11,2005,10,32701
11,2005,11,32790
11,2005,12,32809
11,2005,13,32765
11,2005,14,32666
11,2006,10,32462
11,2006,11,32530
11,2006,12,32524
11,2006,13,32461
11,2006,14,32357
11,2007,10,32235
11,2007,11,32307
11,2007,12,32300
11,2007,13,32232
11,2007,14,32131
11,2008,10,31991
11,2008,11,32096
11,2008,12,32116
11,2008,13,32074
11,2008,14,31994
11,2009,10,31701
11,2009,11,31871
11,2009,12,31954
11,2009,13,31969
11,2009,14,31932
11,2000,15,32668
11,2000,16,32264
11,2000,17,31744
11,2000,18,31126
11,2000,19,30430
11,2001,15,32819
11,2001,16,32429
11,2001,17,31934
11,2001,18,31343
11,2001,19,30674
11,2002,15,32814
11,2002,16,32468
11,2002,17,32025
11,2002,18,31496
11,2002,19,30894
11,2003,15,32708
11,2003,16,32420
11,2003,17,32051
11,2003,18,31610
11,2003,19,31104
11,2004,15,32584
11,2004,16,32353
11,2004,17,32063
11,2004,18,31719
11,2004,19,31321
11,2005,15,32501
11,2005,16,32318
11,2005,17,32099
11,2005,18,31841
11,2005,19,31545
11,2006,15,32439
11,2006,16,32290
11,2006,17,32121
11,2006,18,31929
11,2006,19,31706
11,2007,15,32375
11,2007,16,32244
11,2007,17,32101
11,2007,18,31941
11,2007,19,31759
11,2008,15,32291
11,2008,16,32167
11,2008,17,32027
11,2008,18,31871
11,2008,19,31694
11,2009,15,32147
11,2009,16,32030
11,2009,17,31880
11,2009,18,31707
11,2009,19,31506
11,2000,20,29426
11,2000,21,28643
11,2000,22,27842
11,2000,23,27042
11,2000,24,26258
11,2001,20,30056
11,2001,21,29284
11,2001,22,28489
11,2001,23,27686
11,2001,24,26893
11,2002,20,30548
11,2002,21,29832
11,2002,22,29080
11,2002,23,28308
11,2002,24,27533
11,2003,20,30899
11,2003,21,30272
11,2003,22,29596
11,2003,23,28884
11,2003,24,28151
11,2004,20,31112
11,2004,21,30594
11,2004,22,30014
11,2004,23,29379
11,2004,24,28712
11,2005,20,31198
11,2005,21,30789
11,2005,22,30315
11,2005,23,29777
11,2005,24,29183
11,2006,20,31200
11,2006,21,30885
11,2006,22,30509
11,2006,23,30068
11,2006,24,29561
11,2007,20,31140
11,2007,21,30893
11,2007,22,30599
11,2007,23,30250
11,2007,24,29838
11,2008,20,31060
11,2008,21,30850
11,2008,22,30617
11,2008,23,30351
11,2008,24,30040
11,2009,20,31011
11,2009,21,30812
11,2009,22,30618
11,2009,23,30421
11,2009,24,30205
11,2000,25,25348
11,2000,26,24651
11,2000,27,24013
11,2000,28,23441
11,2000,29,22938
11,2001,25,25895
11,2001,26,25182
11,2001,27,24524
11,2001,28,23928
11,2001,29,23407
11,2002,25,26549
11,2002,26,25826
11,2002,27,25149
11,2002,28,24509
11,2002,29,23948
11,2003,25,27271
11,2003,26,26547
11,2003,27,25834
11,2003,28,25161
11,2003,29,24549
11,2004,25,27986
11,2004,26,27269
11,2004,27,26547
11,2004,28,25842
11,2004,29,25176
11,2005,25,28638
11,2005,26,27954
11,2005,27,27244
11,2005,28,26524
11,2005,29,25816
11,2006,25,29192
11,2006,26,28574
11,2006,27,27906
11,2006,28,27199
11,2006,29,26471
11,2007,25,29622
11,2007,26,29103
11,2007,27,28510
11,2007,28,27847
11,2007,29,27133
11,2008,25,29937
11,2008,26,29525
11,2008,27,29028
11,2008,28,28440
11,2008,29,27773
11,2009,25,30134
11,2009,26,29828
11,2009,27,29438
11,2009,28,28947
11,2009,29,28356
11,2000,30,22979
11,2000,31,22591
11,2000,32,22237
11,2000,33,21888
11,2000,34,21514
11,2001,30,23254
11,2001,31,22872
11,2001,32,22536
11,2001,33,22218
11,2001,34,21883
11,2002,30,23541
11,2002,31,23134
11,2002,32,22786
11,2002,33,22470
11,2002,34,22156
11,2003,30,23881
11,2003,31,23422
11,2003,32,23031
