variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,year,iType
"lambda_tk[1,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1901,1
"lambda_tk[2,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1902,1
"lambda_tk[3,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1903,1
"lambda_tk[4,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1904,1
"lambda_tk[5,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1905,1
"lambda_tk[6,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1906,1
"lambda_tk[7,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1907,1
"lambda_tk[8,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1908,1
"lambda_tk[9,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1909,1
"lambda_tk[10,1]",2.77036225e-4,0.030798700000000002,0.109663,0.20503775,0.26915055,1.0003807173400348,5380.2246900838545,5254.463707379763,1910,1
"lambda_tk[11,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1911,1
"lambda_tk[12,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1912,1
"lambda_tk[13,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1913,1
"lambda_tk[14,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1914,1
"lambda_tk[15,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1915,1
"lambda_tk[16,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1916,1
"lambda_tk[17,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1917,1
"lambda_tk[18,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1918,1
"lambda_tk[19,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1919,1
"lambda_tk[20,1]",0.164692,0.21357049999999997,0.23214600000000002,0.24969275,0.2827343,1.0012031454297463,5466.30474201626,5473.558122016448,1920,1
"lambda_tk[21,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1921,1
"lambda_tk[22,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1922,1
"lambda_tk[23,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1923,1
"lambda_tk[24,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1924,1
"lambda_tk[25,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1925,1
"lambda_tk[26,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1926,1
"lambda_tk[27,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1927,1
"lambda_tk[28,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1928,1
"lambda_tk[29,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1929,1
"lambda_tk[30,1]",0.0845977975,0.10371949999999999,0.1148105,0.12610349999999998,0.15404454999999997,1.0002712198413752,5522.704681281299,5197.028804097762,1930,1
"lambda_tk[31,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1931,1
"lambda_tk[32,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1932,1
"lambda_tk[33,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1933,1
"lambda_tk[34,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1934,1
"lambda_tk[35,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1935,1
"lambda_tk[36,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1936,1
"lambda_tk[37,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1937,1
"lambda_tk[38,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1938,1
"lambda_tk[39,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1939,1
"lambda_tk[40,1]",0.017037129999999998,0.026362975,0.03126935,0.036136625,0.04610395749999998,1.0005692285720353,5411.612963894784,5552.824762038632,1940,1
"lambda_tk[41,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1941,1
"lambda_tk[42,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1942,1
"lambda_tk[43,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1943,1
"lambda_tk[44,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1944,1
"lambda_tk[45,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1945,1
"lambda_tk[46,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1946,1
"lambda_tk[47,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1947,1
"lambda_tk[48,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1948,1
"lambda_tk[49,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1949,1
"lambda_tk[50,1]",0.022590680000000002,0.030110325,0.03417615,0.038302249999999996,0.04582869,1.0000752339141799,5536.99090813292,5511.5636062877875,1950,1
"lambda_tk[51,1]",5.330349749999999e-4,0.005717475,0.008962865,0.012170975,0.018115557499999997,1.0007604727442698,5260.960466246503,5216.174774741073,1951,1
"lambda_tk[52,1]",5.330349749999999e-4,0.005717475,0.008962865,0.012170975,0.018115557499999997,1.0007604727442698,5260.960466246503,5216.174774741073,1952,1
"lambda_tk[53,1]",5.330349749999999e-4,0.005717475,0.008962865,0.012170975,0.018115557499999997,1.0007604727442698,5260.960466246503,5216.174774741073,1953,1
"lambda_tk[54,1]",5.330349749999999e-4,0.005717475,0.008962865,0.012170975,0.018115557499999997,1.0007604727442698,5260.960466246503,5216.174774741073,1954,1
