variable,2.5%,25%,50%,75%,97.5%,rhat,ess_bulk,ess_tail,year,iType
"lambda_tk[1,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1901,1
"lambda_tk[2,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1902,1
"lambda_tk[3,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1903,1
"lambda_tk[4,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1904,1
"lambda_tk[5,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1905,1
"lambda_tk[6,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1906,1
"lambda_tk[7,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1907,1
"lambda_tk[8,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1908,1
"lambda_tk[9,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1909,1
"lambda_tk[10,1]",3.9249242499999996e-4,0.049713600000000004,0.16547699999999999,0.29212525,0.369358925,1.0002945532842544,5773.978603199997,5256.042287250545,1910,1
"lambda_tk[11,1]",0.3061808,0.33249675,0.34694349999999996,0.36190875,0.393424225,1.0005336074824236,5430.798921341736,5583.716962777155,1911,1
"lambda_tk[12,1]",0.3061808,0.33249675,0.34694349999999996,0.36190875,0.393424225,1.0005336074824236,5430.798921341736,5583.716962777155,1912,1
"lambda_tk[13,1]",0.3061808,0.33249675,0.34694349999999996,0.36190875,0.393424225,1.0005336074824236,5430.798921341736,5583.716962777155,1913,1
"lambda_tk[14,1]",0.3061808,0.33249675,0.34694349999999996,0.36190875,0.393424225,1.0005336074824236,5430.798921341736,5583.716962777155,1914,1
