state,Year,Age,hospitalization,numcase
25,2000,27,hosp,1
25,2000,50,nonhosp,1
25,2000,57,hosp,1
25,2001,2,nonhosp,1
25,2001,4,nonhosp,2
25,2001,5,hosp,1
25,2001,5,nonhosp,3
25,2001,6,nonhosp,1
25,2001,7,hosp,2
25,2001,7,nonhosp,2
25,2001,8,hosp,1
25,2001,8,nonhosp,1
25,2001,10,nonhosp,3
25,2001,11,nonhosp,3
25,2001,12,nonhosp,2
25,2001,14,hosp,1
25,2001,14,nonhosp,4
25,2001,15,hosp,1
25,2001,16,hosp,1
25,2001,16,nonhosp,1
25,2001,17,hosp,1
25,2001,17,nonhosp,1
25,2001,18,hosp,1
25,2001,18,nonhosp,1
25,2001,19,hosp,2
25,2001,19,nonhosp,3
25,2001,20,hosp,1
25,2001,20,nonhosp,3
25,2001,21,hosp,1
25,2001,21,nonhosp,1
25,2001,22,nonhosp,2
25,2001,23,hosp,1
25,2001,23,nonhosp,3
25,2001,24,nonhosp,1
25,2001,25,hosp,1
25,2001,25,nonhosp,2
25,2001,26,hosp,1
25,2001,26,nonhosp,1
25,2001,27,hosp,1
25,2001,28,hosp,1
25,2001,28,nonhosp,1
25,2001,29,hosp,2
25,2001,29,nonhosp,1
25,2001,30,nonhosp,3
25,2001,31,hosp,1
25,2001,32,nonhosp,1
25,2001,33,nonhosp,2
25,2001,35,hosp,2
25,2001,35,nonhosp,1
25,2001,36,hosp,1
25,2001,36,nonhosp,3
25,2001,37,nonhosp,2
25,2001,38,nonhosp,4
25,2001,39,hosp,1
25,2001,39,nonhosp,3
25,2001,40,hosp,1
25,2001,40,nonhosp,1
25,2001,41,nonhosp,1
25,2001,42,nonhosp,1
25,2001,44,nonhosp,2
25,2001,45,hosp,1
25,2001,46,hosp,1
25,2001,46,nonhosp,1
25,2001,47,hosp,1
25,2001,48,nonhosp,3
25,2001,49,nonhosp,1
25,2001,50,nonhosp,1
25,2001,51,nonhosp,1
25,2001,52,nonhosp,1
25,2001,54,nonhosp,1
25,2001,56,nonhosp,1
25,2001,59,nonhosp,1
25,2001,60,nonhosp,1
25,2001,68,nonhosp,1
25,2001,75,nonhosp,1
25,2001,82,hosp,1
25,2002,2,nonhosp,1
25,2002,3,nonhosp,6
25,2002,4,hosp,4
25,2002,4,nonhosp,4
25,2002,5,hosp,2
