state,Year,Age,hospitalization,numcase
12,2000,17,nonhosp,1
12,2000,18,nonhosp,1
12,2000,27,nonhosp,1
12,2001,2,nonhosp,1
12,2001,6,nonhosp,2
12,2001,7,nonhosp,1
12,2001,8,nonhosp,1
12,2001,9,hosp,1
12,2001,9,nonhosp,1
12,2001,10,nonhosp,1
12,2001,11,nonhosp,1
12,2001,12,nonhosp,3
12,2001,13,nonhosp,2
12,2001,14,nonhosp,2
12,2001,15,hosp,1
12,2001,15,nonhosp,2
12,2001,16,nonhosp,3
12,2001,17,nonhosp,5
12,2001,18,nonhosp,6
12,2001,19,nonhosp,1
12,2001,20,nonhosp,4
12,2001,21,nonhosp,6
12,2001,22,nonhosp,3
12,2001,23,nonhosp,3
12,2001,24,nonhosp,4
12,2001,25,nonhosp,6
12,2001,26,nonhosp,2
12,2001,27,nonhosp,2
12,2001,28,nonhosp,5
12,2001,29,nonhosp,3
12,2001,30,nonhosp,3
12,2001,31,nonhosp,3
12,2001,32,hosp,1
12,2001,32,nonhosp,3
12,2001,33,hosp,1
12,2001,33,nonhosp,1
12,2001,34,nonhosp,2
12,2001,35,nonhosp,3
12,2001,36,nonhosp,2
12,2001,37,nonhosp,3
12,2001,38,nonhosp,2
12,2001,39,nonhosp,2
12,2001,40,nonhosp,1
12,2001,41,nonhosp,1
12,2001,42,nonhosp,2
12,2001,44,nonhosp,4
12,2001,45,nonhosp,2
12,2001,46,nonhosp,1
12,2001,47,nonhosp,3
12,2001,48,nonhosp,4
12,2001,50,nonhosp,1
12,2001,53,nonhosp,1
12,2001,54,hosp,1
12,2001,54,nonhosp,2
12,2001,56,nonhosp,1
12,2001,57,nonhosp,1
12,2001,60,nonhosp,1
12,2001,62,hosp,1
12,2001,63,nonhosp,1
12,2001,67,nonhosp,1
12,2001,68,hosp,1
12,2001,68,nonhosp,1
12,2001,69,nonhosp,2
12,2001,76,nonhosp,1
12,2001,77,nonhosp,2
12,2001,83,nonhosp,1
12,2001,88,hosp,1
12,2002,2,nonhosp,3
12,2002,3,nonhosp,4
12,2002,4,hosp,1
12,2002,4,nonhosp,2
12,2002,5,nonhosp,2
12,2002,6,nonhosp,5
12,2002,7,nonhosp,6
12,2002,8,nonhosp,10
12,2002,9,hosp,2
12,2002,9,nonhosp,10
12,2002,10,hosp,3
12,2002,10,nonhosp,15
12,2002,11,hosp,2
12,2002,11,nonhosp,16
12,2002,12,hosp,1
12,2002,12,nonhosp,18
12,2002,13,hosp,1
12,2002,13,nonhosp,17
12,2002,14,hosp,2
12,2002,14,nonhosp,16
12,2002,15,hosp,3
12,2002,15,nonhosp,14
12,2002,16,hosp,1
12,2002,16,nonhosp,16
12,2002,17,hosp,3
12,2002,17,nonhosp,18
12,2002,18,hosp,1
12,2002,18,nonhosp,15
12,2002,19,nonhosp,15
12,2002,20,nonhosp,16
12,2002,21,hosp,2
12,2002,21,nonhosp,12
12,2002,22,hosp,2
12,2002,22,nonhosp,10
12,2002,23,hosp,2
12,2002,23,nonhosp,13
12,2002,24,hosp,2
12,2002,24,nonhosp,16
12,2002,25,hosp,3
12,2002,25,nonhosp,14
12,2002,26,hosp,1
12,2002,26,nonhosp,17
12,2002,27,hosp,1
12,2002,27,nonhosp,9
12,2002,28,hosp,1
12,2002,28,nonhosp,7
12,2002,29,hosp,1
12,2002,29,nonhosp,17
12,2002,30,hosp,1
12,2002,30,nonhosp,12
12,2002,31,hosp,4
12,2002,31,nonhosp,9
12,2002,32,hosp,1
12,2002,32,nonhosp,6
12,2002,33,nonhosp,14
12,2002,34,hosp,2
12,2002,34,nonhosp,6
12,2002,35,hosp,1
12,2002,35,nonhosp,18
12,2002,36,nonhosp,9
12,2002,37,hosp,1
12,2002,37,nonhosp,5
12,2002,38,hosp,3
12,2002,38,nonhosp,9
12,2002,39,hosp,4
12,2002,39,nonhosp,8
12,2002,40,hosp,1
12,2002,40,nonhosp,12
12,2002,41,hosp,2
12,2002,41,nonhosp,11
12,2002,42,hosp,2
12,2002,42,nonhosp,9
12,2002,43,hosp,1
12,2002,43,nonhosp,6
12,2002,44,hosp,1
12,2002,44,nonhosp,5
12,2002,45,nonhosp,5
12,2002,46,hosp,1
12,2002,46,nonhosp,4
12,2002,47,nonhosp,10
12,2002,48,hosp,2
12,2002,48,nonhosp,4
12,2002,49,hosp,2
12,2002,49,nonhosp,7
12,2002,50,nonhosp,7
12,2002,51,nonhosp,4
12,2002,52,hosp,1
12,2002,52,nonhosp,7
12,2002,53,hosp,1
12,2002,53,nonhosp,6
12,2002,54,nonhosp,9
12,2002,55,nonhosp,7
12,2002,56,nonhosp,2
12,2002,57,nonhosp,3
12,2002,58,nonhosp,2
12,2002,59,nonhosp,1
12,2002,60,hosp,1
12,2002,60,nonhosp,1
12,2002,61,hosp,1
12,2002,61,nonhosp,2
12,2002,64,nonhosp,3
12,2002,65,nonhosp,1
12,2002,66,nonhosp,1
12,2002,67,hosp,1
12,2002,67,nonhosp,1
12,2002,68,hosp,1
12,2002,68,nonhosp,3
12,2002,69,nonhosp,2
12,2002,70,nonhosp,1
12,2002,71,nonhosp,1
12,2002,72,nonhosp,1
12,2002,73,nonhosp,1
12,2002,75,nonhosp,3
12,2002,77,hosp,1
12,2002,77,nonhosp,2
12,2002,78,nonhosp,2
12,2002,79,nonhosp,3
12,2002,85,nonhosp,1
12,2002,87,nonhosp,1
12,2002,94,nonhosp,1
12,2003,2,hosp,3
12,2003,2,nonhosp,9
12,2003,3,hosp,1
12,2003,3,nonhosp,10
12,2003,4,hosp,2
12,2003,4,nonhosp,16
12,2003,5,hosp,2
12,2003,5,nonhosp,13
12,2003,6,hosp,3
12,2003,6,nonhosp,21
12,2003,7,hosp,1
12,2003,7,nonhosp,13
12,2003,8,nonhosp,16
12,2003,9,hosp,1
12,2003,9,nonhosp,24
12,2003,10,nonhosp,20
12,2003,11,hosp,2
12,2003,11,nonhosp,24
12,2003,12,hosp,3
12,2003,12,nonhosp,13
12,2003,13,nonhosp,17
12,2003,14,nonhosp,20
12,2003,15,nonhosp,17
12,2003,16,hosp,1
12,2003,16,nonhosp,20
12,2003,17,hosp,1
12,2003,17,nonhosp,16
12,2003,18,hosp,1
12,2003,18,nonhosp,28
12,2003,19,hosp,1
12,2003,19,nonhosp,33
12,2003,20,nonhosp,24
12,2003,21,hosp,1
12,2003,21,nonhosp,29
12,2003,22,hosp,2
12,2003,22,nonhosp,33
12,2003,23,hosp,1
12,2003,23,nonhosp,30
12,2003,24,hosp,1
12,2003,24,nonhosp,29
12,2003,25,hosp,4
12,2003,25,nonhosp,24
12,2003,26,hosp,2
12,2003,26,nonhosp,38
12,2003,27,hosp,1
12,2003,27,nonhosp,27
12,2003,28,hosp,1
12,2003,28,nonhosp,27
12,2003,29,hosp,4
12,2003,29,nonhosp,21
12,2003,30,hosp,1
12,2003,30,nonhosp,28
12,2003,31,hosp,2
12,2003,31,nonhosp,22
12,2003,32,nonhosp,17
12,2003,33,hosp,2
12,2003,33,nonhosp,22
12,2003,34,hosp,1
12,2003,34,nonhosp,36
12,2003,35,hosp,2
12,2003,35,nonhosp,14
12,2003,36,hosp,2
12,2003,36,nonhosp,19
12,2003,37,nonhosp,30
12,2003,38,nonhosp,27
12,2003,39,nonhosp,19
12,2003,40,hosp,3
12,2003,40,nonhosp,18
12,2003,41,hosp,2
12,2003,41,nonhosp,11
12,2003,42,hosp,2
12,2003,42,nonhosp,20
12,2003,43,nonhosp,17
12,2003,44,hosp,2
12,2003,44,nonhosp,16
12,2003,45,nonhosp,16
12,2003,46,hosp,1
12,2003,46,nonhosp,10
12,2003,47,nonhosp,14
12,2003,48,hosp,2
12,2003,48,nonhosp,15
12,2003,49,nonhosp,15
12,2003,50,hosp,1
12,2003,50,nonhosp,18
12,2003,51,nonhosp,13
12,2003,52,nonhosp,13
12,2003,53,hosp,1
12,2003,53,nonhosp,12
12,2003,54,nonhosp,17
12,2003,55,hosp,1
12,2003,55,nonhosp,10
12,2003,56,hosp,1
12,2003,56,nonhosp,9
12,2003,57,nonhosp,7
12,2003,58,hosp,1
12,2003,58,nonhosp,6
12,2003,59,nonhosp,6
12,2003,60,nonhosp,7
12,2003,61,nonhosp,5
12,2003,62,hosp,1
12,2003,62,nonhosp,9
12,2003,63,hosp,1
12,2003,63,nonhosp,5
12,2003,64,hosp,1
12,2003,64,nonhosp,5
12,2003,65,nonhosp,5
12,2003,66,hosp,1
12,2003,66,nonhosp,8
12,2003,67,hosp,1
12,2003,67,nonhosp,3
12,2003,68,nonhosp,6
12,2003,69,nonhosp,5
12,2003,70,nonhosp,3
12,2003,71,hosp,1
12,2003,71,nonhosp,2
12,2003,72,nonhosp,3
12,2003,74,nonhosp,4
12,2003,75,nonhosp,1
12,2003,76,nonhosp,1
12,2003,77,hosp,1
12,2003,77,nonhosp,4
12,2003,78,nonhosp,2
12,2003,79,nonhosp,1
12,2003,80,nonhosp,2
12,2003,81,nonhosp,1
12,2003,84,nonhosp,1
12,2003,94,nonhosp,1
12,2004,2,hosp,10
12,2004,2,nonhosp,40
12,2004,3,hosp,3
12,2004,3,nonhosp,47
12,2004,4,hosp,3
12,2004,4,nonhosp,60
12,2004,5,hosp,7
12,2004,5,nonhosp,63
12,2004,6,hosp,5
12,2004,6,nonhosp,48
12,2004,7,hosp,7
12,2004,7,nonhosp,58
12,2004,8,hosp,5
12,2004,8,nonhosp,67
12,2004,9,hosp,10
12,2004,9,nonhosp,68
12,2004,10,hosp,9
12,2004,10,nonhosp,84
12,2004,11,hosp,7
12,2004,11,nonhosp,83
12,2004,12,hosp,14
12,2004,12,nonhosp,77
12,2004,13,hosp,8
12,2004,13,nonhosp,105
12,2004,14,hosp,9
12,2004,14,nonhosp,117
12,2004,15,hosp,2
12,2004,15,nonhosp,118
12,2004,16,hosp,5
12,2004,16,nonhosp,138
12,2004,17,hosp,3
12,2004,17,nonhosp,138
12,2004,18,hosp,3
12,2004,18,nonhosp,157
12,2004,19,hosp,7
12,2004,19,nonhosp,150
12,2004,20,hosp,9
12,2004,20,nonhosp,185
12,2004,21,hosp,15
12,2004,21,nonhosp,206
12,2004,22,hosp,13
12,2004,22,nonhosp,171
12,2004,23,hosp,10
12,2004,23,nonhosp,205
12,2004,24,hosp,13
12,2004,24,nonhosp,170
12,2004,25,hosp,7
12,2004,25,nonhosp,169
12,2004,26,hosp,14
12,2004,26,nonhosp,141
12,2004,27,hosp,15
12,2004,27,nonhosp,167
12,2004,28,hosp,8
12,2004,28,nonhosp,132
12,2004,29,hosp,11
12,2004,29,nonhosp,148
12,2004,30,hosp,9
12,2004,30,nonhosp,143
12,2004,31,hosp,10
12,2004,31,nonhosp,126
12,2004,32,hosp,4
12,2004,32,nonhosp,142
12,2004,33,hosp,6
