state,Year,Age,hospitalization,numcase
23,2000,2,nonhosp,2
23,2000,4,nonhosp,1
23,2000,5,nonhosp,1
23,2000,7,nonhosp,1
23,2000,10,nonhosp,1
23,2000,12,nonhosp,1
23,2000,13,hosp,1
23,2000,13,nonhosp,1
23,2000,15,nonhosp,2
23,2000,16,nonhosp,2
23,2000,17,nonhosp,1
23,2000,18,nonhosp,2
23,2000,19,nonhosp,1
23,2000,20,nonhosp,1
23,2000,21,nonhosp,2
23,2000,23,nonhosp,1
23,2000,27,hosp,1
23,2000,31,nonhosp,1
23,2000,34,nonhosp,2
23,2000,36,nonhosp,1
23,2000,41,hosp,1
23,2000,43,nonhosp,1
23,2000,51,nonhosp,1
23,2000,52,nonhosp,2
23,2000,55,nonhosp,1
23,2000,61,nonhosp,1
23,2000,63,hosp,1
23,2000,64,nonhosp,1
23,2000,66,hosp,1
23,2000,78,hosp,1
23,2001,2,nonhosp,1
23,2001,3,hosp,1
23,2001,4,nonhosp,2
23,2001,5,nonhosp,1
23,2001,6,nonhosp,2
23,2001,7,nonhosp,1
23,2001,8,hosp,1
23,2001,8,nonhosp,2
23,2001,11,nonhosp,3
23,2001,14,nonhosp,3
23,2001,15,nonhosp,1
23,2001,16,nonhosp,2
23,2001,18,nonhosp,1
23,2001,19,nonhosp,1
23,2001,20,nonhosp,2
23,2001,21,nonhosp,1
23,2001,22,nonhosp,3
23,2001,23,nonhosp,2
23,2001,24,nonhosp,3
23,2001,25,nonhosp,3
23,2001,26,nonhosp,2
23,2001,28,nonhosp,2
23,2001,29,nonhosp,1
23,2001,30,nonhosp,3
23,2001,31,nonhosp,5
23,2001,34,nonhosp,2
23,2001,35,nonhosp,2
23,2001,36,nonhosp,4
23,2001,37,nonhosp,2
23,2001,38,nonhosp,1
23,2001,39,nonhosp,2
23,2001,40,nonhosp,2
23,2001,41,nonhosp,1
23,2001,42,nonhosp,1
23,2001,43,nonhosp,1
23,2001,44,nonhosp,2
23,2001,45,nonhosp,1
23,2001,46,nonhosp,1
23,2001,49,nonhosp,1
23,2001,50,nonhosp,2
23,2001,51,nonhosp,2
23,2001,53,nonhosp,1
23,2001,54,nonhosp,1
23,2001,55,nonhosp,1
23,2001,59,nonhosp,1
23,2001,60,nonhosp,1
23,2002,2,hosp,1
