state,Year,Age,hospitalization,numcase
22,2000,3,nonhosp,1
22,2000,6,nonhosp,1
22,2000,7,nonhosp,2
22,2000,10,nonhosp,2
22,2000,12,nonhosp,1
22,2000,13,nonhosp,2
22,2000,14,hosp,1
22,2000,15,nonhosp,4
22,2000,16,nonhosp,1
22,2000,17,nonhosp,4
22,2000,18,nonhosp,2
22,2000,19,nonhosp,2
22,2000,20,nonhosp,2
22,2000,22,nonhosp,1
22,2000,23,nonhosp,2
22,2000,24,nonhosp,3
22,2000,25,nonhosp,3
22,2000,26,nonhosp,3
22,2000,28,nonhosp,5
22,2000,29,nonhosp,1
22,2000,30,nonhosp,3
22,2000,31,nonhosp,2
22,2000,32,nonhosp,1
22,2000,33,nonhosp,1
22,2000,34,hosp,1
22,2000,34,nonhosp,3
22,2000,35,nonhosp,1
22,2000,36,nonhosp,4
22,2000,37,hosp,1
22,2000,37,nonhosp,1
22,2000,38,nonhosp,2
22,2000,40,nonhosp,4
22,2000,41,nonhosp,3
22,2000,42,nonhosp,2
22,2000,43,nonhosp,2
22,2000,44,nonhosp,1
22,2000,45,nonhosp,1
22,2000,46,nonhosp,2
22,2000,47,nonhosp,1
22,2000,48,nonhosp,2
22,2000,50,nonhosp,3
22,2000,51,nonhosp,1
22,2000,53,nonhosp,1
22,2000,54,hosp,1
22,2000,54,nonhosp,2
22,2000,55,nonhosp,1
22,2000,60,nonhosp,2
22,2000,65,nonhosp,2
22,2000,70,nonhosp,1
22,2000,83,nonhosp,1
22,2001,3,nonhosp,1
22,2001,5,nonhosp,1
22,2001,6,hosp,1
22,2001,8,nonhosp,3
22,2001,10,nonhosp,3
22,2001,11,nonhosp,7
22,2001,12,nonhosp,3
22,2001,13,nonhosp,3
22,2001,14,nonhosp,1
22,2001,15,hosp,1
22,2001,15,nonhosp,8
22,2001,16,hosp,1
22,2001,16,nonhosp,1
22,2001,17,hosp,1
22,2001,17,nonhosp,2
22,2001,18,hosp,1
22,2001,18,nonhosp,3
22,2001,19,nonhosp,4
22,2001,20,hosp,1
22,2001,20,nonhosp,2
22,2001,21,nonhosp,5
22,2001,22,nonhosp,3
22,2001,23,hosp,2
22,2001,23,nonhosp,5
22,2001,24,nonhosp,3
22,2001,25,hosp,1
22,2001,25,nonhosp,5
22,2001,26,nonhosp,6
22,2001,27,hosp,1
22,2001,27,nonhosp,4
22,2001,28,hosp,1
22,2001,28,nonhosp,2
22,2001,29,nonhosp,4
22,2001,30,nonhosp,5
22,2001,31,nonhosp,3
22,2001,32,nonhosp,4
22,2001,33,nonhosp,3
22,2001,34,nonhosp,6
22,2001,35,nonhosp,2
22,2001,36,nonhosp,4
22,2001,37,nonhosp,1
22,2001,38,nonhosp,3
22,2001,39,nonhosp,3
22,2001,41,nonhosp,2
22,2001,42,nonhosp,2
22,2001,43,hosp,1
22,2001,43,nonhosp,2
22,2001,44,hosp,1
22,2001,45,hosp,1
22,2001,45,nonhosp,5
22,2001,46,nonhosp,1
22,2001,47,hosp,2
22,2001,48,hosp,2
22,2001,48,nonhosp,4
22,2001,49,nonhosp,1
22,2001,50,nonhosp,2
22,2001,51,nonhosp,2
22,2001,53,nonhosp,1
22,2001,54,nonhosp,2
22,2001,55,nonhosp,4
22,2001,56,hosp,1
22,2001,56,nonhosp,2
22,2001,57,hosp,1
22,2001,57,nonhosp,2
22,2001,58,nonhosp,2
22,2001,60,nonhosp,1
22,2001,61,nonhosp,2
22,2001,62,hosp,1
22,2001,62,nonhosp,1
22,2001,63,hosp,1
22,2001,63,nonhosp,2
22,2001,64,nonhosp,2
22,2001,65,nonhosp,1
22,2001,68,hosp,1
22,2001,73,nonhosp,1
22,2001,75,hosp,1
22,2001,76,nonhosp,1
22,2001,78,nonhosp,1
22,2001,80,hosp,1
22,2001,85,nonhosp,1
22,2002,2,nonhosp,1
22,2002,3,nonhosp,1
22,2002,4,nonhosp,9
22,2002,5,hosp,1
22,2002,5,nonhosp,4
22,2002,6,hosp,1
22,2002,6,nonhosp,8
22,2002,7,hosp,2
22,2002,7,nonhosp,4
22,2002,8,hosp,2
22,2002,8,nonhosp,5
22,2002,9,hosp,2
22,2002,9,nonhosp,13
22,2002,10,hosp,4
22,2002,10,nonhosp,12
22,2002,11,hosp,2
22,2002,11,nonhosp,16
22,2002,12,hosp,3
22,2002,12,nonhosp,20
22,2002,13,hosp,3
22,2002,13,nonhosp,9
22,2002,14,hosp,3
22,2002,14,nonhosp,13
22,2002,15,hosp,4
22,2002,15,nonhosp,18
22,2002,16,hosp,10
22,2002,16,nonhosp,31
22,2002,17,hosp,8
22,2002,17,nonhosp,27
22,2002,18,hosp,5
22,2002,18,nonhosp,17
22,2002,19,hosp,11
22,2002,19,nonhosp,15
22,2002,20,hosp,5
22,2002,20,nonhosp,13
22,2002,21,hosp,9
22,2002,21,nonhosp,11
22,2002,22,hosp,7
22,2002,22,nonhosp,24
22,2002,23,hosp,7
22,2002,23,nonhosp,25
22,2002,24,hosp,7
22,2002,24,nonhosp,15
22,2002,25,hosp,10
22,2002,25,nonhosp,23
22,2002,26,hosp,5
22,2002,26,nonhosp,12
22,2002,27,hosp,4
22,2002,27,nonhosp,17
22,2002,28,hosp,7
22,2002,28,nonhosp,13
22,2002,29,hosp,5
22,2002,29,nonhosp,12
22,2002,30,hosp,5
22,2002,30,nonhosp,23
22,2002,31,hosp,9
22,2002,31,nonhosp,15
22,2002,32,hosp,4
22,2002,32,nonhosp,25
22,2002,33,hosp,4
22,2002,33,nonhosp,5
22,2002,34,hosp,4
22,2002,34,nonhosp,15
22,2002,35,hosp,7
22,2002,35,nonhosp,20
22,2002,36,hosp,1
22,2002,36,nonhosp,18
22,2002,37,hosp,6
22,2002,37,nonhosp,10
22,2002,38,hosp,4
22,2002,38,nonhosp,14
22,2002,39,hosp,4
22,2002,39,nonhosp,21
22,2002,40,hosp,4
22,2002,40,nonhosp,20
22,2002,41,hosp,8
22,2002,41,nonhosp,13
22,2002,42,hosp,5
22,2002,42,nonhosp,19
22,2002,43,hosp,4
22,2002,43,nonhosp,13
22,2002,44,hosp,5
22,2002,44,nonhosp,15
22,2002,45,hosp,8
22,2002,45,nonhosp,13
22,2002,46,hosp,5
22,2002,46,nonhosp,8
22,2002,47,hosp,3
22,2002,47,nonhosp,12
22,2002,48,hosp,4
22,2002,48,nonhosp,6
22,2002,49,hosp,4
22,2002,49,nonhosp,11
22,2002,50,hosp,5
22,2002,50,nonhosp,8
22,2002,51,nonhosp,4
22,2002,52,hosp,1
22,2002,52,nonhosp,13
22,2002,53,hosp,2
22,2002,53,nonhosp,7
22,2002,54,hosp,2
22,2002,54,nonhosp,7
22,2002,55,hosp,6
22,2002,55,nonhosp,8
22,2002,56,hosp,1
22,2002,56,nonhosp,4
22,2002,57,hosp,1
22,2002,57,nonhosp,6
22,2002,58,hosp,3
22,2002,58,nonhosp,6
22,2002,59,hosp,2
22,2002,59,nonhosp,14
22,2002,60,hosp,1
22,2002,60,nonhosp,6
22,2002,61,hosp,1
22,2002,61,nonhosp,5
22,2002,62,hosp,3
22,2002,62,nonhosp,7
22,2002,63,nonhosp,4
22,2002,64,hosp,4
22,2002,64,nonhosp,4
22,2002,65,nonhosp,10
22,2002,66,hosp,1
22,2002,66,nonhosp,6
22,2002,67,hosp,4
22,2002,67,nonhosp,5
22,2002,68,hosp,2
22,2002,68,nonhosp,3
22,2002,69,hosp,3
22,2002,69,nonhosp,3
22,2002,70,hosp,3
22,2002,70,nonhosp,9
22,2002,72,hosp,2
22,2002,72,nonhosp,4
22,2002,73,hosp,1
22,2002,73,nonhosp,4
22,2002,74,hosp,1
22,2002,75,hosp,2
22,2002,75,nonhosp,2
22,2002,76,hosp,1
22,2002,76,nonhosp,3
22,2002,77,hosp,1
22,2002,77,nonhosp,1
22,2002,80,nonhosp,1
22,2002,81,nonhosp,1
22,2002,84,nonhosp,2
22,2002,90,nonhosp,1
22,2002,91,nonhosp,1
22,2002,98,hosp,1
22,2003,2,hosp,3
22,2003,2,nonhosp,10
22,2003,3,hosp,6
22,2003,3,nonhosp,12
22,2003,4,hosp,5
22,2003,4,nonhosp,10
22,2003,5,hosp,6
22,2003,5,nonhosp,18
22,2003,6,hosp,9
22,2003,6,nonhosp,15
22,2003,7,hosp,6
22,2003,7,nonhosp,22
22,2003,8,hosp,7
22,2003,8,nonhosp,28
22,2003,9,hosp,2
22,2003,9,nonhosp,47
22,2003,10,hosp,8
22,2003,10,nonhosp,45
22,2003,11,hosp,11
22,2003,11,nonhosp,34
22,2003,12,hosp,18
22,2003,12,nonhosp,48
22,2003,13,hosp,26
22,2003,13,nonhosp,42
22,2003,14,hosp,17
22,2003,14,nonhosp,50
22,2003,15,hosp,28
22,2003,15,nonhosp,64
22,2003,16,hosp,36
22,2003,16,nonhosp,56
22,2003,17,hosp,44
22,2003,17,nonhosp,74
22,2003,18,hosp,22
22,2003,18,nonhosp,77
22,2003,19,hosp,22
22,2003,19,nonhosp,47
22,2003,20,hosp,28
22,2003,20,nonhosp,72
22,2003,21,hosp,25
22,2003,21,nonhosp,62
22,2003,22,hosp,27
22,2003,22,nonhosp,55
22,2003,23,hosp,26
22,2003,23,nonhosp,62
22,2003,24,hosp,30
22,2003,24,nonhosp,62
22,2003,25,hosp,31
22,2003,25,nonhosp,66
22,2003,26,hosp,28
22,2003,26,nonhosp,64
22,2003,27,hosp,26
22,2003,27,nonhosp,58
22,2003,28,hosp,22
22,2003,28,nonhosp,65
22,2003,29,hosp,29
22,2003,29,nonhosp,47
22,2003,30,hosp,19
22,2003,30,nonhosp,63
22,2003,31,hosp,27
22,2003,31,nonhosp,48
22,2003,32,hosp,17
22,2003,32,nonhosp,61
22,2003,33,hosp,31
22,2003,33,nonhosp,45
22,2003,34,hosp,25
22,2003,34,nonhosp,51
22,2003,35,hosp,19
