state,Year,Age,hospitalization,numcase
52,2000,3,nonhosp,2
52,2000,4,nonhosp,1
52,2000,5,nonhosp,1
52,2000,6,nonhosp,1
52,2000,9,nonhosp,1
52,2000,10,nonhosp,1
52,2000,11,nonhosp,2
52,2000,12,nonhosp,1
52,2000,13,nonhosp,5
52,2000,14,hosp,1
52,2000,16,hosp,1
52,2000,17,nonhosp,3
52,2000,18,nonhosp,3
52,2000,19,nonhosp,1
52,2000,20,nonhosp,2
52,2000,22,nonhosp,1
52,2000,23,hosp,1
52,2000,24,nonhosp,1
52,2000,25,nonhosp,2
52,2000,27,hosp,1
52,2000,28,nonhosp,1
52,2000,29,nonhosp,1
52,2000,31,nonhosp,1
52,2000,32,nonhosp,1
52,2000,33,hosp,1
52,2000,33,nonhosp,1
52,2000,36,nonhosp,1
52,2000,38,nonhosp,1
52,2000,40,nonhosp,1
52,2000,41,nonhosp,1
52,2000,42,nonhosp,1
52,2000,43,nonhosp,1
52,2000,50,nonhosp,1
52,2000,52,nonhosp,1
52,2000,53,nonhosp,1
52,2000,54,nonhosp,1
52,2000,56,nonhosp,1
52,2001,2,hosp,2
52,2001,2,nonhosp,5
52,2001,3,nonhosp,2
52,2001,4,hosp,2
52,2001,4,nonhosp,6
52,2001,5,hosp,1
52,2001,5,nonhosp,3
52,2001,6,hosp,1
52,2001,6,nonhosp,8
52,2001,7,hosp,1
52,2001,7,nonhosp,7
52,2001,8,hosp,1
52,2001,8,nonhosp,5
52,2001,9,hosp,1
52,2001,9,nonhosp,7
52,2001,10,nonhosp,8
52,2001,11,hosp,1
52,2001,11,nonhosp,8
52,2001,12,hosp,3
52,2001,12,nonhosp,6
52,2001,13,hosp,2
52,2001,13,nonhosp,16
52,2001,14,hosp,2
52,2001,14,nonhosp,13
52,2001,15,nonhosp,18
52,2001,16,hosp,4
52,2001,16,nonhosp,18
52,2001,17,hosp,1
52,2001,17,nonhosp,21
52,2001,18,hosp,3
52,2001,18,nonhosp,20
52,2001,19,hosp,1
52,2001,19,nonhosp,17
52,2001,20,hosp,1
52,2001,20,nonhosp,16
52,2001,21,hosp,3
52,2001,21,nonhosp,22
52,2001,22,hosp,1
52,2001,22,nonhosp,23
52,2001,23,hosp,8
52,2001,23,nonhosp,12
52,2001,24,hosp,4
52,2001,24,nonhosp,15
52,2001,25,hosp,2
52,2001,25,nonhosp,13
52,2001,26,hosp,5
52,2001,26,nonhosp,25
52,2001,27,hosp,1
52,2001,27,nonhosp,19
52,2001,28,hosp,2
52,2001,28,nonhosp,22
52,2001,29,hosp,5
52,2001,29,nonhosp,17
52,2001,30,hosp,4
52,2001,30,nonhosp,22
52,2001,31,hosp,4
52,2001,31,nonhosp,26
52,2001,32,hosp,3
52,2001,32,nonhosp,23
52,2001,33,hosp,5
52,2001,33,nonhosp,15
52,2001,34,hosp,2
52,2001,34,nonhosp,21
52,2001,35,hosp,2
52,2001,35,nonhosp,16
52,2001,36,hosp,1
52,2001,36,nonhosp,17
52,2001,37,nonhosp,20
52,2001,38,hosp,3
52,2001,38,nonhosp,22
52,2001,39,hosp,2
52,2001,39,nonhosp,19
52,2001,40,hosp,5
52,2001,40,nonhosp,8
52,2001,41,hosp,5
52,2001,41,nonhosp,17
52,2001,42,hosp,2
52,2001,42,nonhosp,17
52,2001,43,hosp,4
52,2001,43,nonhosp,16
52,2001,44,hosp,3
52,2001,44,nonhosp,6
52,2001,45,hosp,3
52,2001,45,nonhosp,15
52,2001,46,nonhosp,10
52,2001,47,hosp,2
52,2001,47,nonhosp,16
52,2001,48,hosp,4
52,2001,48,nonhosp,9
52,2001,49,nonhosp,13
52,2001,50,hosp,3
52,2001,50,nonhosp,11
52,2001,51,hosp,3
52,2001,51,nonhosp,10
52,2001,52,hosp,1
52,2001,52,nonhosp,12
52,2001,53,hosp,2
52,2001,53,nonhosp,7
52,2001,54,hosp,1
52,2001,54,nonhosp,8
52,2001,55,hosp,1
52,2001,55,nonhosp,14
52,2001,56,hosp,5
52,2001,56,nonhosp,3
52,2001,57,hosp,3
52,2001,57,nonhosp,5
52,2001,58,nonhosp,9
52,2001,59,hosp,1
52,2001,59,nonhosp,10
52,2001,60,hosp,1
52,2001,60,nonhosp,2
52,2001,61,nonhosp,8
52,2001,62,hosp,1
52,2001,62,nonhosp,5
52,2001,63,nonhosp,6
52,2001,64,nonhosp,1
52,2001,65,nonhosp,7
52,2001,66,hosp,1
52,2001,66,nonhosp,2
52,2001,67,hosp,1
52,2001,67,nonhosp,1
52,2001,69,hosp,1
