state,Year,Age,hospitalization,numcase
41,2000,3,nonhosp,1
41,2000,4,nonhosp,1
41,2000,6,nonhosp,1
41,2000,7,nonhosp,1
41,2000,8,nonhosp,1
41,2000,10,nonhosp,2
41,2000,11,nonhosp,1
41,2000,12,nonhosp,2
41,2000,13,nonhosp,1
41,2000,14,nonhosp,2
41,2000,17,nonhosp,2
41,2000,18,nonhosp,2
41,2000,19,nonhosp,1
41,2000,20,nonhosp,1
41,2000,21,nonhosp,2
41,2000,23,nonhosp,1
41,2000,25,nonhosp,4
41,2000,26,nonhosp,2
41,2000,27,nonhosp,1
41,2000,28,nonhosp,4
41,2000,31,nonhosp,2
41,2000,35,nonhosp,1
41,2000,36,nonhosp,1
41,2000,39,nonhosp,1
41,2000,40,nonhosp,1
41,2000,42,nonhosp,1
41,2000,43,nonhosp,1
41,2000,46,nonhosp,2
41,2000,47,nonhosp,1
41,2000,49,hosp,1
41,2000,49,nonhosp,1
41,2000,53,nonhosp,1
41,2000,64,nonhosp,1
41,2001,2,nonhosp,9
41,2001,3,nonhosp,4
41,2001,4,nonhosp,4
41,2001,5,nonhosp,6
41,2001,6,nonhosp,8
41,2001,7,nonhosp,1
41,2001,8,nonhosp,7
41,2001,9,nonhosp,10
41,2001,10,nonhosp,6
41,2001,11,nonhosp,7
41,2001,12,nonhosp,17
41,2001,13,nonhosp,14
41,2001,14,hosp,1
41,2001,14,nonhosp,11
41,2001,15,hosp,1
41,2001,15,nonhosp,11
41,2001,16,nonhosp,16
41,2001,17,hosp,1
41,2001,17,nonhosp,19
41,2001,18,nonhosp,28
41,2001,19,nonhosp,19
41,2001,20,nonhosp,19
41,2001,21,hosp,1
41,2001,21,nonhosp,18
41,2001,22,nonhosp,16
41,2001,23,nonhosp,15
41,2001,24,nonhosp,17
41,2001,25,nonhosp,19
41,2001,26,nonhosp,12
41,2001,27,nonhosp,20
41,2001,28,nonhosp,19
41,2001,29,nonhosp,13
41,2001,30,nonhosp,17
41,2001,31,nonhosp,24
41,2001,32,hosp,1
41,2001,32,nonhosp,22
41,2001,33,nonhosp,21
41,2001,34,nonhosp,20
41,2001,35,nonhosp,26
41,2001,36,nonhosp,23
41,2001,37,nonhosp,18
41,2001,38,nonhosp,17
41,2001,39,nonhosp,16
41,2001,40,nonhosp,17
41,2001,41,nonhosp,17
41,2001,42,nonhosp,14
41,2001,43,hosp,1
41,2001,43,nonhosp,12
41,2001,44,nonhosp,13
41,2001,45,nonhosp,22
41,2001,46,nonhosp,14
41,2001,47,nonhosp,7
41,2001,48,hosp,1
41,2001,48,nonhosp,11
41,2001,49,nonhosp,11
41,2001,50,nonhosp,6
41,2001,51,nonhosp,10
41,2001,52,nonhosp,12
41,2001,53,nonhosp,5
41,2001,54,nonhosp,13
41,2001,55,nonhosp,5
41,2001,56,hosp,1
41,2001,56,nonhosp,5
41,2001,57,nonhosp,10
41,2001,58,nonhosp,4
41,2001,59,nonhosp,2
41,2001,60,hosp,1
41,2001,60,nonhosp,1
41,2001,61,nonhosp,5
41,2001,62,nonhosp,2
41,2001,63,hosp,1
41,2001,63,nonhosp,5
41,2001,64,nonhosp,1
41,2001,65,nonhosp,5
41,2001,66,nonhosp,4
41,2001,67,nonhosp,1
41,2001,68,nonhosp,2
41,2001,69,nonhosp,1
41,2001,70,nonhosp,2
