state,Year,Age,hospitalization,numcase
35,2000,2,nonhosp,3
35,2000,3,nonhosp,2
35,2000,5,nonhosp,1
35,2000,6,nonhosp,1
35,2000,7,nonhosp,2
35,2000,8,nonhosp,4
35,2000,9,nonhosp,3
35,2000,11,nonhosp,7
35,2000,12,nonhosp,1
35,2000,13,nonhosp,4
35,2000,14,nonhosp,5
35,2000,15,nonhosp,1
35,2000,16,nonhosp,4
35,2000,18,nonhosp,3
35,2000,19,nonhosp,5
35,2000,20,nonhosp,4
35,2000,21,nonhosp,5
35,2000,22,hosp,1
35,2000,22,nonhosp,4
35,2000,23,nonhosp,3
35,2000,24,hosp,1
35,2000,24,nonhosp,1
35,2000,25,nonhosp,2
35,2000,26,nonhosp,3
35,2000,27,nonhosp,2
35,2000,28,nonhosp,4
35,2000,29,nonhosp,3
35,2000,30,nonhosp,5
35,2000,31,nonhosp,7
35,2000,32,nonhosp,2
35,2000,33,nonhosp,2
35,2000,34,nonhosp,4
35,2000,35,nonhosp,4
35,2000,37,nonhosp,3
35,2000,38,nonhosp,2
35,2000,39,nonhosp,5
35,2000,40,nonhosp,9
35,2000,41,nonhosp,6
35,2000,42,nonhosp,2
35,2000,43,nonhosp,3
35,2000,44,nonhosp,5
35,2000,45,hosp,1
35,2000,45,nonhosp,1
35,2000,46,nonhosp,3
35,2000,47,nonhosp,6
35,2000,48,hosp,1
35,2000,48,nonhosp,7
35,2000,49,nonhosp,3
35,2000,50,nonhosp,2
35,2000,51,nonhosp,2
35,2000,52,nonhosp,1
35,2000,53,nonhosp,2
35,2000,54,nonhosp,3
35,2000,55,nonhosp,1
35,2000,56,nonhosp,1
35,2000,57,nonhosp,1
35,2000,58,nonhosp,3
35,2000,59,nonhosp,5
35,2000,60,nonhosp,1
35,2000,62,nonhosp,1
35,2000,63,hosp,1
35,2000,67,nonhosp,1
35,2000,69,nonhosp,2
35,2000,70,nonhosp,1
35,2000,71,nonhosp,1
35,2000,74,nonhosp,1
35,2000,78,nonhosp,1
35,2000,79,nonhosp,1
35,2001,2,hosp,2
35,2001,2,nonhosp,17
35,2001,3,nonhosp,26
35,2001,4,hosp,1
35,2001,4,nonhosp,30
35,2001,5,hosp,1
35,2001,5,nonhosp,24
35,2001,6,nonhosp,35
35,2001,7,nonhosp,28
35,2001,8,hosp,3
35,2001,8,nonhosp,23
35,2001,9,nonhosp,28
35,2001,10,hosp,3
35,2001,10,nonhosp,40
35,2001,11,hosp,2
35,2001,11,nonhosp,51
35,2001,12,hosp,1
35,2001,12,nonhosp,50
35,2001,13,hosp,1
35,2001,13,nonhosp,64
35,2001,14,hosp,5
35,2001,14,nonhosp,65
35,2001,15,nonhosp,75
35,2001,16,hosp,3
35,2001,16,nonhosp,67
35,2001,17,hosp,1
35,2001,17,nonhosp,60
35,2001,18,hosp,1
35,2001,18,nonhosp,75
35,2001,19,hosp,1
35,2001,19,nonhosp,78
35,2001,20,hosp,3
35,2001,20,nonhosp,82
35,2001,21,hosp,2
35,2001,21,nonhosp,92
35,2001,22,hosp,2
35,2001,22,nonhosp,102
35,2001,23,hosp,3
35,2001,23,nonhosp,104
35,2001,24,hosp,3
35,2001,24,nonhosp,74
35,2001,25,hosp,2
35,2001,25,nonhosp,87
35,2001,26,hosp,1
35,2001,26,nonhosp,86
35,2001,27,hosp,2
35,2001,27,nonhosp,75
35,2001,28,hosp,3
35,2001,28,nonhosp,78
35,2001,29,nonhosp,96
35,2001,30,hosp,3
35,2001,30,nonhosp,73
35,2001,31,hosp,2
35,2001,31,nonhosp,76
35,2001,32,hosp,6
35,2001,32,nonhosp,81
35,2001,33,hosp,1
35,2001,33,nonhosp,74
35,2001,34,hosp,1
35,2001,34,nonhosp,75
35,2001,35,hosp,2
