state,Year,Age,hospitalization,numcase
14,2000,2,nonhosp,2
14,2000,3,nonhosp,2
14,2000,4,nonhosp,1
14,2000,5,nonhosp,2
14,2000,7,nonhosp,1
14,2000,9,hosp,1
14,2000,9,nonhosp,1
14,2000,10,nonhosp,1
14,2000,11,nonhosp,6
14,2000,12,nonhosp,5
14,2000,13,nonhosp,6
14,2000,14,nonhosp,9
14,2000,15,hosp,1
14,2000,15,nonhosp,14
14,2000,16,hosp,1
14,2000,16,nonhosp,9
14,2000,17,nonhosp,17
14,2000,18,hosp,1
14,2000,18,nonhosp,19
14,2000,19,nonhosp,15
14,2000,20,hosp,6
14,2000,20,nonhosp,30
14,2000,21,nonhosp,11
14,2000,22,nonhosp,13
14,2000,23,nonhosp,19
14,2000,24,nonhosp,11
14,2000,25,hosp,1
14,2000,25,nonhosp,18
14,2000,26,hosp,1
14,2000,26,nonhosp,12
14,2000,27,nonhosp,22
14,2000,28,nonhosp,15
14,2000,29,nonhosp,14
14,2000,30,nonhosp,15
14,2000,31,nonhosp,13
14,2000,32,nonhosp,14
14,2000,33,nonhosp,15
14,2000,34,nonhosp,10
14,2000,35,nonhosp,18
14,2000,36,nonhosp,12
14,2000,37,nonhosp,16
14,2000,38,nonhosp,12
14,2000,39,nonhosp,16
14,2000,40,nonhosp,14
14,2000,41,nonhosp,9
14,2000,42,hosp,1
14,2000,42,nonhosp,7
14,2000,43,nonhosp,4
14,2000,44,nonhosp,11
14,2000,45,nonhosp,15
14,2000,46,nonhosp,10
14,2000,47,nonhosp,8
14,2000,48,nonhosp,7
14,2000,49,nonhosp,4
14,2000,50,nonhosp,8
14,2000,51,nonhosp,4
14,2000,52,nonhosp,5
14,2000,53,nonhosp,4
14,2000,54,nonhosp,7
14,2000,55,nonhosp,3
14,2000,57,nonhosp,4
14,2000,58,nonhosp,1
14,2000,59,nonhosp,4
14,2000,60,nonhosp,1
14,2000,61,nonhosp,2
14,2000,64,nonhosp,2
14,2000,65,nonhosp,5
14,2000,66,nonhosp,1
14,2000,67,nonhosp,1
14,2000,68,nonhosp,1
14,2000,69,nonhosp,1
14,2000,70,nonhosp,1
14,2000,71,nonhosp,1
