state,Year,Age,hospitalization,numcase
27,2000,6,nonhosp,1
27,2000,10,nonhosp,1
27,2000,22,nonhosp,1
27,2000,23,nonhosp,1
27,2000,27,nonhosp,2
27,2000,28,nonhosp,2
27,2000,31,nonhosp,1
27,2000,33,nonhosp,1
27,2000,34,nonhosp,1
27,2000,35,nonhosp,1
27,2000,36,nonhosp,2
27,2000,47,nonhosp,1
27,2000,55,nonhosp,1
27,2000,58,nonhosp,1
27,2000,60,nonhosp,1
27,2000,68,nonhosp,1
27,2001,2,hosp,1
27,2001,2,nonhosp,6
27,2001,3,nonhosp,8
27,2001,4,nonhosp,6
27,2001,5,nonhosp,13
27,2001,6,nonhosp,2
27,2001,7,hosp,1
27,2001,7,nonhosp,6
27,2001,8,nonhosp,5
27,2001,9,nonhosp,4
27,2001,10,nonhosp,10
27,2001,11,nonhosp,12
27,2001,12,nonhosp,3
27,2001,13,nonhosp,12
27,2001,14,nonhosp,18
27,2001,15,hosp,1
27,2001,15,nonhosp,16
27,2001,16,nonhosp,13
27,2001,17,hosp,1
27,2001,17,nonhosp,14
27,2001,18,nonhosp,16
27,2001,19,nonhosp,16
27,2001,20,nonhosp,21
27,2001,21,hosp,2
27,2001,21,nonhosp,14
27,2001,22,hosp,2
27,2001,22,nonhosp,27
27,2001,23,nonhosp,29
27,2001,24,nonhosp,22
27,2001,25,nonhosp,14
27,2001,26,nonhosp,15
27,2001,27,hosp,1
27,2001,27,nonhosp,19
27,2001,28,nonhosp,17
27,2001,29,nonhosp,12
27,2001,30,hosp,1
27,2001,30,nonhosp,14
27,2001,31,hosp,3
27,2001,31,nonhosp,11
27,2001,32,hosp,1
27,2001,32,nonhosp,16
27,2001,33,hosp,1
27,2001,33,nonhosp,12
27,2001,34,hosp,1
27,2001,34,nonhosp,12
27,2001,35,hosp,1
27,2001,35,nonhosp,15
27,2001,36,nonhosp,11
27,2001,37,nonhosp,12
27,2001,38,nonhosp,17
27,2001,39,nonhosp,11
27,2001,40,nonhosp,14
27,2001,41,nonhosp,8
27,2001,42,hosp,2
27,2001,42,nonhosp,13
27,2001,43,hosp,1
27,2001,43,nonhosp,7
27,2001,44,nonhosp,11
27,2001,45,nonhosp,11
27,2001,46,hosp,1
27,2001,46,nonhosp,6
27,2001,47,nonhosp,12
27,2001,48,hosp,1
27,2001,48,nonhosp,7
27,2001,49,nonhosp,10
27,2001,50,nonhosp,13
27,2001,51,nonhosp,13
27,2001,52,nonhosp,5
27,2001,53,nonhosp,9
27,2001,54,nonhosp,5
27,2001,55,nonhosp,2
27,2001,56,hosp,1
27,2001,56,nonhosp,6
27,2001,57,nonhosp,8
27,2001,58,nonhosp,4
27,2001,59,hosp,1
27,2001,59,nonhosp,7
27,2001,60,nonhosp,4
27,2001,61,nonhosp,5
27,2001,62,nonhosp,3
27,2001,63,nonhosp,6
27,2001,64,nonhosp,3
27,2001,65,nonhosp,6
27,2001,66,nonhosp,6
27,2001,67,nonhosp,3
27,2001,68,nonhosp,4
27,2001,69,nonhosp,3
27,2001,70,nonhosp,2
27,2001,72,nonhosp,1
27,2001,73,nonhosp,4
27,2001,74,nonhosp,2
27,2001,75,nonhosp,2
27,2001,76,nonhosp,4
27,2001,77,nonhosp,3
27,2001,78,nonhosp,2
27,2001,80,hosp,1
27,2001,81,nonhosp,2
27,2001,82,nonhosp,1
27,2001,84,nonhosp,1
27,2001,88,nonhosp,1
27,2001,91,nonhosp,1
27,2002,2,hosp,5
27,2002,2,nonhosp,50
27,2002,3,hosp,3
27,2002,3,nonhosp,52
27,2002,4,hosp,8
27,2002,4,nonhosp,53
27,2002,5,hosp,6
27,2002,5,nonhosp,64
27,2002,6,hosp,7
27,2002,6,nonhosp,40
27,2002,7,hosp,11
27,2002,7,nonhosp,54
27,2002,8,hosp,10
27,2002,8,nonhosp,51
27,2002,9,hosp,3
27,2002,9,nonhosp,70
27,2002,10,hosp,10
27,2002,10,nonhosp,81
27,2002,11,hosp,10
27,2002,11,nonhosp,66
27,2002,12,hosp,10
27,2002,12,nonhosp,91
27,2002,13,hosp,5
27,2002,13,nonhosp,120
27,2002,14,hosp,18
27,2002,14,nonhosp,140
27,2002,15,hosp,18
27,2002,15,nonhosp,132
27,2002,16,hosp,17
27,2002,16,nonhosp,145
27,2002,17,hosp,18
27,2002,17,nonhosp,134
27,2002,18,hosp,24
27,2002,18,nonhosp,152
27,2002,19,hosp,20
27,2002,19,nonhosp,168
27,2002,20,hosp,21
27,2002,20,nonhosp,166
27,2002,21,hosp,21
27,2002,21,nonhosp,174
27,2002,22,hosp,23
27,2002,22,nonhosp,200
27,2002,23,hosp,19
27,2002,23,nonhosp,171
27,2002,24,hosp,22
27,2002,24,nonhosp,134
27,2002,25,hosp,17
27,2002,25,nonhosp,171
27,2002,26,hosp,15
27,2002,26,nonhosp,160
27,2002,27,hosp,25
27,2002,27,nonhosp,164
27,2002,28,hosp,13
27,2002,28,nonhosp,126
27,2002,29,hosp,20
27,2002,29,nonhosp,152
27,2002,30,hosp,19
27,2002,30,nonhosp,158
27,2002,31,hosp,15
27,2002,31,nonhosp,137
27,2002,32,hosp,18
27,2002,32,nonhosp,148
27,2002,33,hosp,25
27,2002,33,nonhosp,115
27,2002,34,hosp,11
27,2002,34,nonhosp,124
27,2002,35,hosp,16
27,2002,35,nonhosp,108
27,2002,36,hosp,12
27,2002,36,nonhosp,93
27,2002,37,hosp,14
27,2002,37,nonhosp,110
27,2002,38,hosp,15
27,2002,38,nonhosp,111
27,2002,39,hosp,9
27,2002,39,nonhosp,122
27,2002,40,hosp,9
27,2002,40,nonhosp,98
27,2002,41,hosp,9
27,2002,41,nonhosp,81
27,2002,42,hosp,9
27,2002,42,nonhosp,84
27,2002,43,hosp,9
27,2002,43,nonhosp,68
27,2002,44,hosp,10
27,2002,44,nonhosp,74
27,2002,45,hosp,5
27,2002,45,nonhosp,83
27,2002,46,hosp,12
27,2002,46,nonhosp,48
27,2002,47,hosp,12
27,2002,47,nonhosp,74
27,2002,48,hosp,9
27,2002,48,nonhosp,66
27,2002,49,hosp,7
27,2002,49,nonhosp,65
27,2002,50,hosp,9
27,2002,50,nonhosp,74
27,2002,51,hosp,5
27,2002,51,nonhosp,51
27,2002,52,hosp,8
27,2002,52,nonhosp,44
27,2002,53,hosp,12
27,2002,53,nonhosp,63
27,2002,54,hosp,8
27,2002,54,nonhosp,47
27,2002,55,hosp,6
27,2002,55,nonhosp,48
27,2002,56,hosp,5
27,2002,56,nonhosp,40
27,2002,57,hosp,10
27,2002,57,nonhosp,40
27,2002,58,hosp,4
27,2002,58,nonhosp,32
27,2002,59,hosp,1
27,2002,59,nonhosp,41
27,2002,60,hosp,4
27,2002,60,nonhosp,25
27,2002,61,hosp,5
27,2002,61,nonhosp,27
27,2002,62,hosp,7
27,2002,62,nonhosp,16
27,2002,63,hosp,4
27,2002,63,nonhosp,25
27,2002,64,hosp,2
27,2002,64,nonhosp,12
27,2002,65,hosp,2
27,2002,65,nonhosp,20
27,2002,66,hosp,2
27,2002,66,nonhosp,22
27,2002,67,hosp,3
27,2002,67,nonhosp,15
27,2002,68,hosp,1
27,2002,68,nonhosp,10
27,2002,69,hosp,2
27,2002,69,nonhosp,14
27,2002,70,hosp,2
27,2002,70,nonhosp,11
27,2002,71,hosp,2
27,2002,71,nonhosp,11
27,2002,72,hosp,4
27,2002,72,nonhosp,12
27,2002,73,hosp,1
27,2002,73,nonhosp,6
27,2002,74,hosp,5
27,2002,74,nonhosp,6
27,2002,75,hosp,2
27,2002,75,nonhosp,4
27,2002,76,hosp,1
27,2002,76,nonhosp,9
27,2002,77,nonhosp,7
27,2002,78,hosp,1
27,2002,78,nonhosp,5
27,2002,79,hosp,2
27,2002,79,nonhosp,4
27,2002,80,hosp,2
27,2002,80,nonhosp,1
27,2002,81,hosp,3
27,2002,81,nonhosp,3
27,2002,82,hosp,1
27,2002,82,nonhosp,1
27,2002,83,hosp,1
27,2002,83,nonhosp,1
27,2002,84,nonhosp,2
27,2002,85,nonhosp,2
27,2002,87,nonhosp,1
27,2002,88,nonhosp,1
27,2002,95,nonhosp,1
27,2002,104,nonhosp,1
27,2003,2,hosp,2
27,2003,2,nonhosp,36
27,2003,3,hosp,5
27,2003,3,nonhosp,26
27,2003,4,hosp,3
27,2003,4,nonhosp,46
27,2003,5,hosp,8
27,2003,5,nonhosp,47
27,2003,6,hosp,7
27,2003,6,nonhosp,43
27,2003,7,hosp,8
27,2003,7,nonhosp,51
27,2003,8,hosp,13
27,2003,8,nonhosp,50
27,2003,9,hosp,10
27,2003,9,nonhosp,63
27,2003,10,hosp,12
27,2003,10,nonhosp,71
27,2003,11,hosp,9
27,2003,11,nonhosp,92
27,2003,12,hosp,7
27,2003,12,nonhosp,75
27,2003,13,hosp,9
27,2003,13,nonhosp,87
27,2003,14,hosp,11
27,2003,14,nonhosp,127
27,2003,15,hosp,20
27,2003,15,nonhosp,150
27,2003,16,hosp,13
27,2003,16,nonhosp,147
27,2003,17,hosp,28
27,2003,17,nonhosp,152
27,2003,18,hosp,18
27,2003,18,nonhosp,132
27,2003,19,hosp,18
27,2003,19,nonhosp,180
27,2003,20,hosp,24
27,2003,20,nonhosp,178
27,2003,21,hosp,19
27,2003,21,nonhosp,171
27,2003,22,hosp,12
27,2003,22,nonhosp,161
27,2003,23,hosp,18
27,2003,23,nonhosp,142
27,2003,24,hosp,18
27,2003,24,nonhosp,138
27,2003,25,hosp,12
27,2003,25,nonhosp,161
27,2003,26,hosp,17
27,2003,26,nonhosp,154
27,2003,27,hosp,16
27,2003,27,nonhosp,158
27,2003,28,hosp,15
27,2003,28,nonhosp,144
27,2003,29,hosp,10
27,2003,29,nonhosp,132
27,2003,30,hosp,17
27,2003,30,nonhosp,136
27,2003,31,hosp,16
27,2003,31,nonhosp,133
27,2003,32,hosp,17
27,2003,32,nonhosp,101
27,2003,33,hosp,17
27,2003,33,nonhosp,134
27,2003,34,hosp,17
27,2003,34,nonhosp,110
27,2003,35,hosp,11
27,2003,35,nonhosp,127
27,2003,36,hosp,14
27,2003,36,nonhosp,102
27,2003,37,hosp,12
27,2003,37,nonhosp,97
27,2003,38,hosp,16
27,2003,38,nonhosp,111
27,2003,39,hosp,16
27,2003,39,nonhosp,109
27,2003,40,hosp,6
27,2003,40,nonhosp,118
27,2003,41,hosp,16
27,2003,41,nonhosp,89
27,2003,42,hosp,8
27,2003,42,nonhosp,93
27,2003,43,hosp,11
27,2003,43,nonhosp,88
27,2003,44,hosp,9
27,2003,44,nonhosp,115
27,2003,45,hosp,11
27,2003,45,nonhosp,88
