locId,year,S0,S1,Smult,.chain,.iteration,.draw
17,1996,0.600247462450764,0.334545397307709,0.06520714024152707,1,1,1
17,1998,0.6173079490580317,0.3193649919146055,0.06332705902736288,1,1,1
17,1999,0.6078450069468432,0.3252198751871042,0.06693511786605258,1,1,1
17,2000,0.6230966407284768,0.31399289862159246,0.06291046064993068,1,1,1
17,2001,0.6171779641691338,0.31556998948607,0.06725204634479617,1,1,1
17,2006,0.6470678978407869,0.2940452639849393,0.05888683817427386,1,1,1
17,2007,0.6346775190915996,0.30209425564751513,0.06322822526088522,1,1,1
17,2009,0.6274595982497692,0.3075523142788327,0.06498808747139818,1,1,1
17,2010,0.6173662579590502,0.3146438174016102,0.06798992463933957,1,1,1
17,1997,0.6031496119957965,0.3299642390267561,0.06688614897744725,1,1,1
17,2002,0.6240429389443979,0.3103889326138357,0.06556812844176645,1,1,1
17,2003,0.6312668484918348,0.30509804995196926,0.06363510155619595,1,1,1
17,2004,0.6372325657766518,0.30072250430715264,0.06204492991619568,1,1,1
17,2005,0.6457774522832611,0.29517538891421624,0.0590471588025226,1,1,1
17,2008,0.6274823815579668,0.3075667879282853,0.0649508305137479,1,1,1
17,2011,0.6035628783303375,0.32374779904134215,0.07268932262832035,1,1,1
17,2013,0.5789851540694059,0.33874698619345744,0.0822678597371367,1,1,1
17,2012,0.5870559427341668,0.334157193728223,0.07878686353761018,1,1,1
17,2014,0.5809177338037204,0.33785244094772293,0.08122982524855678,1,1,1
17,1996,0.5772044990131152,0.3474139224776003,0.07538157850928451,1,2,2
17,1998,0.5961266516190704,0.3320084235870474,0.07186492479388217,1,2,2
17,1999,0.5999771841872961,0.32903901512185757,0.07098380069084628,1,2,2
17,2000,0.616957286269829,0.3175637481903589,0.06547896553981213,1,2,2
17,2001,0.6227693752372278,0.31270222162757155,0.06452840313520078,1,2,2
17,2006,0.6557409735285077,0.28896574162440447,0.055293284847087745,1,2,2
17,2007,0.6335902584462836,0.30386197457118863,0.06254776698252767,1,2,2
17,2009,0.618870896150295,0.3135533959696519,0.06757570788005299,1,2,2
17,2010,0.6116593504434182,0.3184210141812089,0.06991963537537293,1,2,2
17,1997,0.5793446839584512,0.34362412759679895,0.07703118844474983,1,2,2
17,2002,0.6335631603233925,0.3054508452444512,0.06098599443215621,1,2,2
17,2003,0.6433796400768491,0.2989277266090298,0.057692633314121035,1,2,2
17,2004,0.6529740815825374,0.2921917637497564,0.05483415466770611,1,2,2
17,2005,0.6589810202112301,0.28759017536661347,0.053428804422156376,1,2,2
17,2008,0.6205918594874188,0.31289163360945826,0.06651650690312291,1,2,2
17,2011,0.6012745733173557,0.3252676200119832,0.07345780667066108,1,2,2
17,2013,0.5850011278659978,0.33510628545959614,0.07989258667440607,1,2,2
17,2012,0.5894491709366674,0.3326458132404181,0.07790501582291454,1,2,2
17,2014,0.5888857646327774,0.33288984529345733,0.07822439007376523,1,2,2
17,1996,0.692275133056313,0.27977026368869845,0.027954603254988525,1,3,3
17,1998,0.687300936153264,0.2792067324650496,0.03349233138168639,1,3,3
17,1999,0.6797067653041643,0.28435819969295717,0.03593503500287854,1,3,3
17,2000,0.6870379341213615,0.27785116798860315,0.03511089789003542,1,3,3
17,2001,0.6761011684126623,0.2833588381917559,0.04053999339558187,1,3,3
17,2006,0.6819265622406638,0.27529599600430305,0.042777441755033056,1,3,3
17,2007,0.6650653289352685,0.2870546637479509,0.04788000731678061,1,3,3
17,2009,0.6543351449159006,0.2942266979246116,0.051438157159487775,1,3,3
17,2010,0.6484255497977032,0.29811268180146305,0.0534617684008337,1,3,3
17,1997,0.702396329480236,0.27059148900654756,0.027012181513216407,1,3,3
17,2002,0.6777990964838686,0.28114606605140724,0.041054837464724284,1,3,3
17,2003,0.679280613179635,0.2791545931604227,0.04156479365994236,1,3,3
17,2004,0.6817975375170532,0.2767210446696551,0.041481417813291774,1,3,3
17,2005,0.6852846149608691,0.2735983226198617,0.04111706241926904,1,3,3
17,2008,0.6548154530782095,0.2941371704974138,0.05104737642437677,1,3,3
17,2011,0.6403668634711404,0.3037272309167166,0.055905905612142995,1,3,3
17,2013,0.6286432175048716,0.3111071445333555,0.06024963796177288,1,3,3
17,2012,0.6322907659766346,0.3089235362164378,0.05878569780692764,1,3,3
17,2014,0.6324336092447082,0.3084154909797947,0.05915089977549713,1,3,3
17,1996,0.6002837512877115,0.33267485426135135,0.0670413944509371,1,4,4
17,1998,0.5919440321424304,0.33617136141315174,0.07188460644441788,1,4,4
17,1999,0.5888153770869315,0.3366234984839762,0.0745611244290923,1,4,4
17,2000,0.6021783599260742,0.32739287528877253,0.07042876478515324,1,4,4
17,2001,0.6006151912624307,0.32629048713277153,0.07309432160479769,1,4,4
17,2006,0.6261143823574612,0.3069400511372368,0.06694556650530199,1,4,4
17,2007,0.6035409067210428,0.3208936528327536,0.07556544044620367,1,4,4
17,2009,0.5834219731845369,0.33335220846212515,0.08322581835333787,1,4,4
17,2010,0.5721357514814664,0.3400757412644571,0.08778850725407658,1,4,4
17,1997,0.5985096256567779,0.3321140893622181,0.06937628498100396,1,4,4
17,2002,0.6089150032415529,0.3200633664098848,0.07102163034856228,1,4,4
17,2003,0.6170200067627282,0.31428528,0.06869471323727186,1,4,4
17,2004,0.6252005765347886,0.30857967612551157,0.06621974733969985,1,4,4
17,2005,0.6305250098016868,0.3045729871590305,0.06490200303928273,1,4,4
17,2008,0.5879260750593085,0.33044967312254503,0.08162425181814646,1,4,4
17,2011,0.5567774754144198,0.3489350418214499,0.09428748276413021,1,4,4
