state,Year,Age,severe,numcase
32,2000,2,Mild,67
32,2000,2,Severe,2
32,2000,3,Mild,87
32,2000,3,Severe,1
32,2000,4,Mild,98
32,2000,4,Severe,3
32,2000,5,Mild,124
32,2000,5,Severe,1
32,2000,6,Mild,102
32,2000,7,Mild,122
32,2000,7,Severe,1
32,2000,8,Mild,139
32,2000,8,Severe,2
32,2000,9,Mild,188
32,2000,9,Severe,5
32,2000,10,Mild,204
32,2000,10,Severe,6
32,2000,11,Mild,205
32,2000,11,Severe,4
32,2000,12,Mild,268
32,2000,12,Severe,6
32,2000,13,Mild,279
32,2000,13,Severe,4
32,2000,14,Mild,300
32,2000,14,Severe,5
32,2000,15,Mild,306
32,2000,15,Severe,7
32,2000,16,Mild,326
32,2000,16,Severe,9
32,2000,17,Mild,360
32,2000,17,Severe,11
32,2000,18,Mild,397
32,2000,18,Severe,9
32,2000,19,Mild,367
32,2000,19,Severe,9
32,2000,20,Mild,491
32,2000,20,Severe,11
32,2000,21,Mild,409
32,2000,21,Severe,13
32,2000,22,Mild,464
32,2000,22,Severe,6
32,2000,23,Mild,442
32,2000,23,Severe,15
32,2000,24,Mild,429
32,2000,24,Severe,10
32,2000,25,Mild,389
32,2000,25,Severe,13
32,2000,26,Mild,393
32,2000,26,Severe,14
32,2000,27,Mild,391
32,2000,27,Severe,10
32,2000,28,Mild,435
32,2000,28,Severe,24
32,2000,29,Mild,374
32,2000,29,Severe,15
32,2000,30,Mild,396
32,2000,30,Severe,18
32,2000,31,Mild,374
32,2000,31,Severe,17
32,2000,32,Mild,400
32,2000,32,Severe,18
32,2000,33,Mild,406
32,2000,33,Severe,13
32,2000,34,Mild,393
32,2000,34,Severe,12
32,2000,35,Mild,412
32,2000,35,Severe,16
32,2000,36,Mild,394
32,2000,36,Severe,11
32,2000,37,Mild,392
32,2000,37,Severe,13
32,2000,38,Mild,349
32,2000,38,Severe,11
32,2000,39,Mild,340
32,2000,39,Severe,16
32,2000,40,Mild,333
32,2000,40,Severe,11
32,2000,41,Mild,336
32,2000,41,Severe,13
32,2000,42,Mild,318
32,2000,42,Severe,6
32,2000,43,Mild,298
32,2000,43,Severe,15
32,2000,44,Mild,296
32,2000,44,Severe,8
32,2000,45,Mild,261
32,2000,45,Severe,8
32,2000,46,Mild,266
32,2000,46,Severe,10
32,2000,47,Mild,225
32,2000,47,Severe,6
32,2000,48,Mild,250
32,2000,48,Severe,6
32,2000,49,Mild,210
32,2000,49,Severe,6
32,2000,50,Mild,198
32,2000,50,Severe,2
32,2000,51,Mild,160
32,2000,51,Severe,5
32,2000,52,Mild,137
32,2000,52,Severe,11
32,2000,53,Mild,154
32,2000,53,Severe,5
32,2000,54,Mild,113
32,2000,54,Severe,2
32,2000,55,Mild,116
32,2000,55,Severe,4
32,2000,56,Mild,114
32,2000,56,Severe,6
32,2000,57,Mild,102
32,2000,57,Severe,5
32,2000,58,Mild,81
32,2000,58,Severe,6
32,2000,59,Mild,94
32,2000,59,Severe,3
32,2000,60,Mild,85
32,2000,60,Severe,2
32,2000,61,Mild,99
32,2000,61,Severe,1
32,2000,62,Mild,69
32,2000,62,Severe,3
32,2000,63,Mild,76
32,2000,63,Severe,3
32,2000,64,Mild,72
32,2000,64,Severe,7
32,2000,65,Mild,83
32,2000,65,Severe,4
32,2000,66,Mild,82
32,2000,66,Severe,2
32,2000,67,Mild,56
32,2000,67,Severe,3
32,2000,68,Mild,61
32,2000,68,Severe,1
32,2000,69,Mild,46
32,2000,69,Severe,2
32,2000,70,Mild,51
32,2000,70,Severe,3
32,2000,71,Mild,39
32,2000,72,Mild,38
32,2000,72,Severe,2
32,2000,73,Mild,41
32,2000,74,Mild,25
32,2000,74,Severe,2
32,2000,75,Mild,19
32,2000,75,Severe,1
32,2000,76,Mild,13
32,2000,77,Mild,10
32,2000,78,Mild,9
32,2000,78,Severe,2
32,2000,79,Mild,11
32,2000,80,Mild,8
32,2000,81,Mild,7
32,2000,82,Mild,10
32,2000,83,Mild,9
32,2000,84,Mild,5
32,2000,85,Mild,4
32,2000,86,Mild,3
32,2000,87,Mild,2
32,2000,88,Mild,2
32,2000,89,Mild,2
32,2000,92,Mild,1
32,2000,98,Mild,1
32,2001,2,Mild,30
32,2001,3,Mild,31
32,2001,4,Mild,27
32,2001,5,Mild,44
32,2001,6,Mild,37
32,2001,7,Mild,50
32,2001,8,Mild,48
32,2001,9,Mild,56
32,2001,10,Mild,81
32,2001,10,Severe,1
32,2001,11,Mild,87
32,2001,12,Mild,100
32,2001,13,Mild,94
32,2001,14,Mild,107
32,2001,14,Severe,1
32,2001,15,Mild,114
32,2001,16,Mild,129
32,2001,17,Mild,124
32,2001,18,Mild,130
32,2001,18,Severe,1
32,2001,19,Mild,162
32,2001,20,Mild,203
32,2001,21,Mild,212
32,2001,22,Mild,218
32,2001,23,Mild,188
32,2001,23,Severe,1
32,2001,24,Mild,183
32,2001,24,Severe,1
32,2001,25,Mild,150
32,2001,26,Mild,174
32,2001,27,Mild,146
32,2001,28,Mild,168
32,2001,28,Severe,1
32,2001,29,Mild,146
32,2001,30,Mild,158
32,2001,31,Mild,148
32,2001,31,Severe,2
32,2001,32,Mild,151
32,2001,33,Mild,141
32,2001,34,Mild,165
32,2001,35,Mild,141
32,2001,35,Severe,1
32,2001,36,Mild,171
32,2001,37,Mild,155
32,2001,38,Mild,128
32,2001,38,Severe,4
32,2001,39,Mild,149
32,2001,40,Mild,126
32,2001,41,Mild,127
32,2001,42,Mild,140
32,2001,43,Mild,119
32,2001,43,Severe,2
32,2001,44,Mild,127
32,2001,44,Severe,1
32,2001,45,Mild,110
32,2001,46,Mild,105
32,2001,47,Mild,104
32,2001,48,Mild,111
32,2001,49,Mild,97
32,2001,50,Mild,98
32,2001,51,Mild,64
32,2001,52,Mild,61
32,2001,53,Mild,60
32,2001,54,Mild,71
32,2001,55,Mild,43
32,2001,56,Mild,58
32,2001,57,Mild,47
32,2001,58,Mild,46
32,2001,59,Mild,36
32,2001,60,Mild,52
32,2001,61,Mild,36
32,2001,62,Mild,37
32,2001,63,Mild,34
32,2001,64,Mild,24
32,2001,65,Mild,25
32,2001,66,Mild,21
32,2001,67,Mild,28
32,2001,68,Mild,19
32,2001,69,Mild,19
32,2001,70,Mild,14
32,2001,71,Mild,14
32,2001,72,Mild,15
32,2001,73,Mild,9
32,2001,74,Mild,10
32,2001,75,Mild,8
32,2001,76,Mild,9
32,2001,77,Mild,3
32,2001,78,Mild,5
32,2001,79,Mild,2
32,2001,80,Mild,2
32,2001,81,Mild,3
32,2001,82,Mild,2
32,2001,83,Mild,2
32,2001,84,Mild,2
32,2001,86,Mild,3
32,2001,87,Mild,1
32,2001,88,Mild,1
32,2001,99,Mild,2
32,2001,120,Mild,1
32,2002,1,Mild,1
32,2002,2,Mild,65
32,2002,3,Mild,83
32,2002,3,Severe,4
32,2002,4,Mild,110
32,2002,5,Mild,111
32,2002,5,Severe,2
32,2002,6,Mild,110
32,2002,6,Severe,2
32,2002,7,Mild,114
32,2002,7,Severe,2
32,2002,8,Mild,129
32,2002,8,Severe,3
32,2002,9,Mild,174
32,2002,9,Severe,7
32,2002,10,Mild,175
32,2002,10,Severe,3
32,2002,11,Mild,233
32,2002,11,Severe,1
32,2002,12,Mild,242
32,2002,12,Severe,5
32,2002,13,Mild,275
32,2002,13,Severe,1
32,2002,14,Mild,334
32,2002,14,Severe,3
32,2002,15,Mild,359
32,2002,16,Mild,370
32,2002,16,Severe,8
32,2002,17,Mild,394
32,2002,17,Severe,7
32,2002,18,Mild,396
32,2002,18,Severe,1
32,2002,19,Mild,463
32,2002,19,Severe,6
32,2002,20,Mild,481
32,2002,20,Severe,5
32,2002,21,Mild,442
32,2002,21,Severe,5
32,2002,22,Mild,448
32,2002,22,Severe,5
32,2002,23,Mild,460
32,2002,23,Severe,4
32,2002,24,Mild,410
32,2002,24,Severe,5
32,2002,25,Mild,454
32,2002,25,Severe,4
32,2002,26,Mild,410
32,2002,26,Severe,6
32,2002,27,Mild,397
32,2002,27,Severe,6
32,2002,28,Mild,365
32,2002,28,Severe,1
32,2002,29,Mild,371
32,2002,29,Severe,4
32,2002,30,Mild,380
32,2002,30,Severe,6
32,2002,31,Mild,369
32,2002,31,Severe,9
32,2002,32,Mild,341
32,2002,32,Severe,8
32,2002,33,Mild,339
32,2002,33,Severe,7
32,2002,34,Mild,339
32,2002,34,Severe,4
32,2002,35,Mild,350
32,2002,35,Severe,6
32,2002,36,Mild,323
32,2002,36,Severe,3
32,2002,37,Mild,336
32,2002,37,Severe,2
32,2002,38,Mild,342
32,2002,38,Severe,3
32,2002,39,Mild,334
32,2002,39,Severe,3
32,2002,40,Mild,325
32,2002,40,Severe,1
32,2002,41,Mild,304
32,2002,41,Severe,6
32,2002,42,Mild,311
32,2002,42,Severe,5
32,2002,43,Mild,288
32,2002,43,Severe,3
32,2002,44,Mild,273
32,2002,44,Severe,2
32,2002,45,Mild,241
32,2002,45,Severe,4
32,2002,46,Mild,271
32,2002,46,Severe,1
32,2002,47,Mild,249
32,2002,48,Mild,215
32,2002,48,Severe,3
32,2002,49,Mild,215
32,2002,49,Severe,3
32,2002,50,Mild,191
32,2002,50,Severe,2
32,2002,51,Mild,203
32,2002,51,Severe,2
32,2002,52,Mild,172
32,2002,52,Severe,2
32,2002,53,Mild,152
32,2002,54,Mild,153
32,2002,55,Mild,122
