state,Year,Age,severe,numcase
22,2000,2,Mild,27
22,2000,3,Mild,22
22,2000,4,Mild,28
22,2000,5,Mild,30
22,2000,6,Mild,40
22,2000,7,Mild,47
22,2000,8,Mild,36
22,2000,9,Mild,45
22,2000,10,Mild,60
22,2000,11,Mild,69
22,2000,12,Mild,89
22,2000,13,Mild,91
22,2000,14,Mild,104
22,2000,15,Mild,125
22,2000,15,Severe,1
22,2000,16,Mild,123
22,2000,17,Mild,155
22,2000,18,Mild,156
22,2000,19,Mild,193
22,2000,20,Mild,223
22,2000,21,Mild,195
22,2000,22,Mild,188
22,2000,23,Mild,170
22,2000,24,Mild,179
22,2000,25,Mild,183
22,2000,26,Mild,135
22,2000,27,Mild,187
22,2000,28,Mild,182
22,2000,29,Mild,151
22,2000,30,Mild,194
22,2000,31,Mild,126
22,2000,32,Mild,106
22,2000,33,Mild,121
22,2000,34,Mild,116
22,2000,35,Mild,140
22,2000,36,Mild,142
22,2000,37,Mild,119
22,2000,37,Severe,1
22,2000,38,Mild,110
22,2000,39,Mild,117
22,2000,40,Mild,120
22,2000,41,Mild,99
22,2000,42,Mild,101
22,2000,43,Mild,82
22,2000,44,Mild,96
22,2000,45,Mild,88
22,2000,46,Mild,88
22,2000,47,Mild,93
22,2000,48,Mild,103
22,2000,49,Mild,86
22,2000,50,Mild,93
22,2000,51,Mild,59
22,2000,52,Mild,76
22,2000,53,Mild,65
22,2000,54,Mild,68
22,2000,55,Mild,69
22,2000,56,Mild,60
22,2000,57,Mild,44
22,2000,58,Mild,48
22,2000,59,Mild,44
22,2000,60,Mild,48
22,2000,61,Mild,35
22,2000,62,Mild,38
22,2000,63,Mild,29
22,2000,64,Mild,22
22,2000,65,Mild,28
22,2000,66,Mild,20
22,2000,67,Mild,27
22,2000,68,Mild,30
22,2000,69,Mild,21
22,2000,70,Mild,21
22,2000,71,Mild,20
22,2000,72,Mild,13
22,2000,73,Mild,13
22,2000,74,Mild,17
22,2000,75,Mild,13
22,2000,76,Mild,9
22,2000,77,Mild,10
22,2000,78,Mild,6
22,2000,79,Mild,8
22,2000,80,Mild,11
22,2000,81,Mild,6
22,2000,82,Mild,3
22,2000,83,Mild,8
22,2000,84,Mild,5
22,2000,87,Mild,1
22,2000,88,Mild,1
22,2000,90,Mild,2
22,2000,91,Mild,1
22,2000,95,Mild,1
22,2000,118,Mild,1
22,2001,2,Mild,45
22,2001,3,Mild,59
22,2001,4,Mild,52
22,2001,5,Mild,68
22,2001,6,Mild,71
22,2001,6,Severe,1
22,2001,7,Mild,74
22,2001,8,Mild,81
22,2001,9,Mild,77
22,2001,10,Mild,101
22,2001,10,Severe,1
22,2001,11,Mild,115
22,2001,12,Mild,152
22,2001,13,Mild,154
22,2001,14,Mild,162
22,2001,15,Mild,213
22,2001,16,Mild,216
22,2001,17,Mild,242
22,2001,18,Mild,230
22,2001,19,Mild,260
22,2001,20,Mild,278
22,2001,21,Mild,283
22,2001,21,Severe,2
22,2001,22,Mild,264
22,2001,23,Mild,259
22,2001,23,Severe,1
22,2001,24,Mild,248
22,2001,25,Mild,237
22,2001,26,Mild,213
22,2001,27,Mild,176
22,2001,28,Mild,187
22,2001,29,Mild,166
22,2001,29,Severe,1
22,2001,30,Mild,197
22,2001,30,Severe,1
22,2001,31,Mild,199
22,2001,32,Mild,181
22,2001,33,Mild,181
22,2001,33,Severe,1
22,2001,34,Mild,170
22,2001,35,Mild,172
22,2001,36,Mild,167
22,2001,37,Mild,167
22,2001,38,Mild,147
22,2001,39,Mild,152
22,2001,40,Mild,158
22,2001,40,Severe,1
22,2001,41,Mild,139
22,2001,42,Mild,130
22,2001,43,Mild,131
22,2001,44,Mild,128
22,2001,45,Mild,127
22,2001,46,Mild,114
22,2001,47,Mild,118
22,2001,48,Mild,109
22,2001,49,Mild,119
22,2001,50,Mild,104
22,2001,51,Mild,84
22,2001,51,Severe,1
22,2001,52,Mild,89
22,2001,53,Mild,85
22,2001,54,Mild,92
22,2001,55,Mild,83
22,2001,56,Mild,87
22,2001,57,Mild,60
22,2001,58,Mild,79
22,2001,59,Mild,62
22,2001,60,Mild,71
22,2001,61,Mild,53
22,2001,62,Mild,56
22,2001,63,Mild,63
22,2001,64,Mild,54
22,2001,65,Mild,49
22,2001,66,Mild,37
22,2001,67,Mild,29
22,2001,68,Mild,41
22,2001,69,Mild,34
22,2001,70,Mild,41
22,2001,71,Mild,30
22,2001,72,Mild,28
22,2001,73,Mild,34
22,2001,74,Mild,23
22,2001,75,Mild,26
22,2001,76,Mild,19
22,2001,77,Mild,14
22,2001,78,Mild,16
22,2001,79,Mild,10
22,2001,80,Mild,6
22,2001,81,Mild,8
22,2001,82,Mild,6
22,2001,83,Mild,8
22,2001,84,Mild,9
22,2001,85,Mild,10
22,2001,86,Mild,2
22,2001,87,Mild,3
22,2001,88,Mild,2
22,2001,89,Mild,1
22,2001,90,Mild,1
22,2001,91,Mild,1
22,2001,93,Mild,1
22,2001,94,Mild,1
22,2001,95,Mild,1
22,2001,96,Mild,1
22,2002,2,Mild,35
22,2002,3,Mild,36
22,2002,4,Mild,51
22,2002,5,Mild,55
22,2002,6,Mild,57
22,2002,7,Mild,51
22,2002,8,Mild,64
22,2002,9,Mild,88
22,2002,10,Mild,94
22,2002,10,Severe,1
22,2002,11,Mild,88
22,2002,12,Mild,124
22,2002,13,Mild,132
22,2002,14,Mild,134
22,2002,14,Severe,1
22,2002,15,Mild,172
22,2002,16,Mild,212
22,2002,16,Severe,1
22,2002,17,Mild,242
22,2002,18,Mild,209
22,2002,19,Mild,216
22,2002,20,Mild,224
22,2002,21,Mild,217
22,2002,22,Mild,276
22,2002,23,Mild,218
22,2002,24,Mild,251
22,2002,24,Severe,2
22,2002,25,Mild,212
22,2002,26,Mild,189
22,2002,27,Mild,202
22,2002,28,Mild,194
22,2002,29,Mild,183
22,2002,30,Mild,174
22,2002,31,Mild,162
22,2002,32,Mild,182
22,2002,33,Mild,140
22,2002,34,Mild,136
22,2002,35,Mild,158
22,2002,35,Severe,1
22,2002,36,Mild,157
22,2002,37,Mild,142
22,2002,37,Severe,2
22,2002,38,Mild,142
22,2002,39,Mild,140
22,2002,40,Mild,139
22,2002,41,Mild,131
22,2002,42,Mild,136
22,2002,43,Mild,106
22,2002,44,Mild,120
22,2002,45,Mild,124
22,2002,46,Mild,91
22,2002,47,Mild,86
22,2002,48,Mild,108
22,2002,49,Mild,112
22,2002,50,Mild,91
22,2002,51,Mild,78
22,2002,52,Mild,107
22,2002,53,Mild,94
22,2002,54,Mild,74
22,2002,55,Mild,69
22,2002,56,Mild,57
22,2002,57,Mild,55
22,2002,58,Mild,58
22,2002,59,Mild,61
22,2002,60,Mild,40
22,2002,61,Mild,51
22,2002,62,Mild,61
22,2002,62,Severe,1
22,2002,63,Mild,38
22,2002,63,Severe,1
22,2002,64,Mild,38
22,2002,65,Mild,49
22,2002,66,Mild,35
22,2002,67,Mild,26
22,2002,68,Mild,19
22,2002,69,Mild,29
22,2002,70,Mild,30
22,2002,71,Mild,20
22,2002,72,Mild,30
22,2002,73,Mild,18
22,2002,74,Mild,21
22,2002,75,Mild,22
22,2002,76,Mild,16
22,2002,77,Mild,11
22,2002,78,Mild,4
22,2002,79,Mild,7
22,2002,80,Mild,6
22,2002,81,Mild,9
22,2002,82,Mild,7
22,2002,83,Mild,3
22,2002,84,Mild,7
22,2002,85,Mild,5
22,2002,86,Mild,3
22,2002,87,Mild,1
22,2002,88,Mild,1
22,2002,89,Mild,2
22,2002,90,Mild,1
22,2002,91,Mild,1
22,2002,92,Mild,1
22,2002,93,Mild,1
22,2002,95,Mild,1
22,2002,98,Mild,1
22,2002,116,Mild,1
22,2003,2,Mild,19
22,2003,3,Mild,41
22,2003,3,Severe,1
22,2003,4,Mild,42
22,2003,5,Mild,53
22,2003,6,Mild,50
22,2003,7,Mild,60
22,2003,8,Mild,71
22,2003,8,Severe,1
22,2003,9,Mild,78
22,2003,9,Severe,1
22,2003,10,Mild,109
22,2003,11,Mild,112
22,2003,12,Mild,111
22,2003,12,Severe,2
22,2003,13,Mild,152
22,2003,13,Severe,1
22,2003,14,Mild,163
22,2003,14,Severe,2
22,2003,15,Mild,209
22,2003,15,Severe,2
22,2003,16,Mild,235
22,2003,17,Mild,224
22,2003,17,Severe,1
22,2003,18,Mild,227
22,2003,19,Mild,226
22,2003,19,Severe,2
22,2003,20,Mild,254
22,2003,20,Severe,2
22,2003,21,Mild,241
22,2003,21,Severe,1
22,2003,22,Mild,220
22,2003,22,Severe,3
22,2003,23,Mild,227
22,2003,24,Mild,223
22,2003,24,Severe,2
22,2003,25,Mild,241
22,2003,26,Mild,214
22,2003,27,Mild,208
22,2003,27,Severe,1
22,2003,28,Mild,195
22,2003,28,Severe,2
22,2003,29,Mild,185
22,2003,29,Severe,1
22,2003,30,Mild,204
22,2003,31,Mild,172
22,2003,31,Severe,2
22,2003,32,Mild,175
22,2003,33,Mild,185
22,2003,33,Severe,2
22,2003,34,Mild,172
22,2003,34,Severe,1
22,2003,35,Mild,166
22,2003,35,Severe,2
22,2003,36,Mild,170
22,2003,37,Mild,157
22,2003,37,Severe,1
22,2003,38,Mild,141
22,2003,38,Severe,1
22,2003,39,Mild,203
22,2003,39,Severe,1
22,2003,40,Mild,166
22,2003,41,Mild,137
22,2003,42,Mild,136
22,2003,43,Mild,127
22,2003,44,Mild,127
22,2003,44,Severe,2
22,2003,45,Mild,125
22,2003,46,Mild,117
22,2003,47,Mild,99
22,2003,48,Mild,101
22,2003,49,Mild,111
22,2003,50,Mild,103
22,2003,51,Mild,109
22,2003,52,Mild,122
22,2003,53,Mild,97
22,2003,53,Severe,4
22,2003,54,Mild,87
22,2003,54,Severe,1
22,2003,55,Mild,80
22,2003,56,Mild,83
22,2003,57,Mild,83
22,2003,57,Severe,1
22,2003,58,Mild,75
22,2003,59,Mild,65
22,2003,60,Mild,71
22,2003,61,Mild,52
22,2003,62,Mild,69
22,2003,63,Mild,74
22,2003,64,Mild,47
22,2003,65,Mild,32
22,2003,65,Severe,1
22,2003,66,Mild,46
22,2003,67,Mild,50
22,2003,68,Mild,55
22,2003,69,Mild,27
22,2003,70,Mild,31
22,2003,71,Mild,36
22,2003,72,Mild,36
22,2003,73,Mild,32
22,2003,74,Mild,22
22,2003,75,Mild,25
22,2003,76,Mild,22
22,2003,76,Severe,1
22,2003,77,Mild,15
22,2003,78,Mild,14
22,2003,78,Severe,1
22,2003,79,Mild,15
22,2003,80,Mild,10
22,2003,81,Mild,11
22,2003,82,Mild,6
22,2003,83,Mild,10
22,2003,84,Mild,5
22,2003,85,Mild,8
22,2003,86,Mild,3
22,2003,87,Mild,1
22,2003,88,Mild,5
22,2003,89,Mild,1
22,2003,90,Mild,1
22,2003,92,Mild,2
22,2003,93,Mild,1
22,2003,95,Mild,1
22,2004,2,Mild,5
22,2004,3,Mild,8
22,2004,4,Mild,4
22,2004,5,Mild,7
22,2004,6,Mild,10
22,2004,7,Mild,3
22,2004,8,Mild,15
22,2004,9,Mild,6
22,2004,10,Mild,10
22,2004,11,Mild,4
22,2004,12,Mild,9
22,2004,13,Mild,16
22,2004,14,Mild,11
22,2004,15,Mild,15
22,2004,16,Mild,16
22,2004,17,Mild,15
22,2004,18,Mild,25
22,2004,19,Mild,19
22,2004,20,Mild,14
22,2004,20,Severe,1
22,2004,21,Mild,11
22,2004,22,Mild,22
22,2004,23,Mild,22
22,2004,24,Mild,16
22,2004,25,Mild,17
22,2004,26,Mild,14
22,2004,27,Mild,18
22,2004,28,Mild,14
22,2004,29,Mild,17
22,2004,30,Mild,13
22,2004,31,Mild,22
22,2004,32,Mild,7
22,2004,33,Mild,12
