state,Year,Age,severe,numcase
23,2000,2,Mild,8
23,2000,3,Mild,3
23,2000,4,Mild,7
23,2000,5,Mild,13
23,2000,6,Mild,12
23,2000,7,Mild,10
23,2000,8,Mild,11
23,2000,9,Mild,14
23,2000,10,Mild,14
23,2000,11,Mild,13
23,2000,12,Mild,15
23,2000,13,Mild,18
23,2000,13,Severe,1
23,2000,14,Mild,15
23,2000,15,Mild,18
23,2000,16,Mild,21
23,2000,17,Mild,19
23,2000,18,Mild,24
23,2000,18,Severe,1
23,2000,19,Mild,31
23,2000,20,Mild,44
23,2000,21,Mild,31
23,2000,22,Mild,25
23,2000,23,Mild,40
23,2000,24,Mild,27
23,2000,25,Mild,39
23,2000,26,Mild,31
23,2000,27,Mild,32
23,2000,28,Mild,27
23,2000,29,Mild,27
23,2000,30,Mild,36
23,2000,31,Mild,29
23,2000,32,Mild,34
23,2000,33,Mild,31
23,2000,34,Mild,37
23,2000,35,Mild,23
23,2000,36,Mild,32
23,2000,37,Mild,27
23,2000,38,Mild,26
23,2000,39,Mild,23
23,2000,40,Mild,23
23,2000,41,Mild,21
23,2000,42,Mild,20
23,2000,43,Mild,25
23,2000,44,Mild,36
23,2000,45,Mild,19
23,2000,46,Mild,19
23,2000,47,Mild,18
23,2000,48,Mild,19
23,2000,49,Mild,20
23,2000,50,Mild,15
23,2000,51,Mild,23
23,2000,52,Mild,20
23,2000,53,Mild,18
23,2000,54,Mild,13
23,2000,55,Mild,15
23,2000,56,Mild,9
23,2000,57,Mild,12
23,2000,58,Mild,14
23,2000,59,Mild,10
23,2000,60,Mild,16
23,2000,61,Mild,13
23,2000,62,Mild,12
23,2000,63,Mild,9
23,2000,64,Mild,7
23,2000,65,Mild,9
23,2000,66,Mild,7
23,2000,67,Mild,4
23,2000,68,Mild,6
23,2000,69,Mild,5
23,2000,70,Mild,3
23,2000,71,Mild,2
23,2000,72,Mild,2
23,2000,73,Mild,2
23,2000,74,Mild,2
23,2000,75,Mild,1
23,2000,76,Mild,4
23,2000,77,Mild,2
23,2000,78,Mild,2
23,2000,80,Mild,2
23,2000,83,Mild,1
23,2000,84,Mild,2
23,2001,2,Mild,248
23,2001,3,Mild,241
23,2001,4,Mild,277
23,2001,5,Mild,300
23,2001,5,Severe,1
23,2001,6,Mild,311
23,2001,7,Mild,292
23,2001,7,Severe,2
23,2001,8,Mild,323
23,2001,9,Mild,349
23,2001,9,Severe,1
23,2001,10,Mild,345
23,2001,10,Severe,1
23,2001,11,Mild,426
23,2001,11,Severe,1
23,2001,12,Mild,498
23,2001,13,Mild,457
23,2001,13,Severe,1
23,2001,14,Mild,503
23,2001,14,Severe,1
23,2001,15,Mild,492
23,2001,15,Severe,3
23,2001,16,Mild,527
23,2001,16,Severe,2
23,2001,17,Mild,553
23,2001,17,Severe,2
23,2001,18,Mild,714
23,2001,18,Severe,2
23,2001,19,Mild,753
23,2001,19,Severe,3
23,2001,20,Mild,714
23,2001,20,Severe,1
23,2001,21,Mild,710
23,2001,21,Severe,2
23,2001,22,Mild,702
23,2001,23,Mild,704
23,2001,23,Severe,1
23,2001,24,Mild,665
23,2001,24,Severe,2
23,2001,25,Mild,713
23,2001,26,Mild,710
23,2001,26,Severe,2
23,2001,27,Mild,706
23,2001,27,Severe,1
23,2001,28,Mild,728
23,2001,28,Severe,2
23,2001,29,Mild,691
23,2001,29,Severe,2
23,2001,30,Mild,663
23,2001,30,Severe,1
23,2001,31,Mild,672
23,2001,31,Severe,2
23,2001,32,Mild,707
23,2001,33,Mild,632
23,2001,33,Severe,1
23,2001,34,Mild,657
23,2001,34,Severe,4
23,2001,35,Mild,688
23,2001,36,Mild,682
23,2001,36,Severe,2
23,2001,37,Mild,648
23,2001,37,Severe,2
23,2001,38,Mild,658
23,2001,38,Severe,3
23,2001,39,Mild,633
23,2001,40,Mild,672
23,2001,40,Severe,1
23,2001,41,Mild,567
23,2001,41,Severe,2
23,2001,42,Mild,526
23,2001,42,Severe,1
23,2001,43,Mild,500
23,2001,43,Severe,2
23,2001,44,Mild,468
23,2001,44,Severe,2
23,2001,45,Mild,563
23,2001,45,Severe,1
23,2001,46,Mild,489
23,2001,46,Severe,2
23,2001,47,Mild,372
23,2001,47,Severe,1
23,2001,48,Mild,447
23,2001,48,Severe,3
23,2001,49,Mild,410
23,2001,49,Severe,2
23,2001,50,Mild,423
23,2001,51,Mild,371
23,2001,52,Mild,399
23,2001,52,Severe,1
23,2001,53,Mild,361
23,2001,53,Severe,2
23,2001,54,Mild,373
23,2001,54,Severe,3
23,2001,55,Mild,297
23,2001,55,Severe,1
23,2001,56,Mild,313
23,2001,56,Severe,1
23,2001,57,Mild,268
23,2001,58,Mild,262
23,2001,59,Mild,236
23,2001,59,Severe,2
23,2001,60,Mild,262
23,2001,60,Severe,2
23,2001,61,Mild,242
23,2001,61,Severe,1
23,2001,62,Mild,205
23,2001,62,Severe,3
23,2001,63,Mild,195
23,2001,63,Severe,1
23,2001,64,Mild,186
23,2001,64,Severe,1
23,2001,65,Mild,198
23,2001,65,Severe,1
23,2001,66,Mild,173
23,2001,66,Severe,2
23,2001,67,Mild,131
23,2001,68,Mild,111
23,2001,69,Mild,111
23,2001,70,Mild,112
23,2001,70,Severe,1
23,2001,71,Mild,86
23,2001,72,Mild,93
23,2001,73,Mild,90
23,2001,74,Mild,74
23,2001,74,Severe,1
23,2001,75,Mild,69
23,2001,76,Mild,56
23,2001,76,Severe,2
23,2001,77,Mild,50
23,2001,78,Mild,33
23,2001,79,Mild,43
23,2001,80,Mild,17
23,2001,81,Mild,25
23,2001,82,Mild,19
23,2001,83,Mild,19
23,2001,84,Mild,9
23,2001,85,Mild,10
23,2001,86,Mild,6
23,2001,87,Mild,3
23,2001,88,Mild,3
23,2001,89,Mild,7
23,2001,90,Mild,2
23,2001,91,Mild,1
23,2001,92,Mild,2
23,2001,93,Mild,2
23,2001,94,Mild,3
23,2001,99,Mild,40
23,2001,100,Mild,1
23,2002,2,Mild,135
23,2002,2,Severe,2
23,2002,3,Mild,130
23,2002,4,Mild,149
23,2002,4,Severe,2
23,2002,5,Mild,163
23,2002,5,Severe,1
23,2002,6,Mild,163
23,2002,6,Severe,1
23,2002,7,Mild,188
23,2002,8,Mild,195
23,2002,9,Mild,216
23,2002,10,Mild,245
23,2002,11,Mild,256
23,2002,12,Mild,271
23,2002,12,Severe,1
23,2002,13,Mild,307
