state,Year,Age,severe,numcase
16,2000,7,Mild,1
16,2000,15,Mild,1
16,2000,17,Mild,1
16,2000,22,Mild,1
16,2000,25,Mild,1
16,2000,32,Severe,1
16,2000,44,Mild,1
16,2000,49,Severe,1
16,2000,64,Mild,1
16,2000,69,Mild,1
16,2000,71,Mild,1
16,2001,2,Mild,8
16,2001,3,Mild,15
16,2001,4,Mild,13
16,2001,5,Mild,16
16,2001,6,Mild,21
16,2001,7,Mild,19
16,2001,8,Mild,27
16,2001,9,Mild,25
16,2001,10,Mild,25
16,2001,11,Mild,35
16,2001,12,Mild,26
16,2001,13,Mild,41
16,2001,14,Mild,48
16,2001,15,Mild,52
16,2001,16,Mild,54
16,2001,17,Mild,70
16,2001,17,Severe,1
16,2001,18,Mild,58
16,2001,19,Mild,76
16,2001,20,Mild,59
16,2001,21,Mild,74
16,2001,22,Mild,71
16,2001,23,Mild,68
16,2001,24,Mild,71
16,2001,24,Severe,1
16,2001,25,Mild,65
16,2001,26,Mild,91
16,2001,27,Mild,66
16,2001,28,Mild,76
16,2001,29,Mild,81
16,2001,30,Mild,79
16,2001,30,Severe,1
16,2001,31,Mild,60
16,2001,32,Mild,70
16,2001,33,Mild,60
16,2001,33,Severe,1
16,2001,34,Mild,58
16,2001,35,Mild,59
16,2001,36,Mild,47
16,2001,36,Severe,1
16,2001,37,Mild,38
16,2001,37,Severe,1
16,2001,38,Mild,49
16,2001,39,Mild,51
16,2001,40,Mild,41
16,2001,40,Severe,1
16,2001,41,Mild,52
16,2001,42,Mild,46
16,2001,43,Mild,56
16,2001,44,Mild,34
16,2001,45,Mild,38
16,2001,46,Mild,37
16,2001,47,Mild,42
16,2001,48,Mild,35
16,2001,49,Mild,33
16,2001,50,Mild,42
16,2001,51,Mild,32
16,2001,52,Mild,24
16,2001,53,Mild,21
16,2001,54,Mild,20
16,2001,55,Mild,23
16,2001,56,Mild,23
16,2001,57,Mild,23
16,2001,58,Mild,17
16,2001,58,Severe,1
16,2001,59,Mild,20
16,2001,59,Severe,1
16,2001,60,Mild,17
16,2001,61,Mild,20
16,2001,62,Mild,16
16,2001,62,Severe,1
16,2001,63,Mild,14
16,2001,64,Mild,17
16,2001,65,Mild,10
16,2001,66,Mild,14
16,2001,67,Mild,16
16,2001,68,Mild,15
16,2001,69,Mild,10
16,2001,70,Mild,17
16,2001,71,Mild,9
16,2001,72,Mild,9
16,2001,73,Mild,16
16,2001,74,Mild,12
16,2001,75,Mild,7
16,2001,76,Mild,8
16,2001,77,Mild,2
16,2001,78,Mild,5
16,2001,79,Mild,5
16,2001,80,Mild,2
16,2001,81,Mild,4
16,2001,82,Mild,4
16,2001,83,Mild,5
16,2001,84,Mild,2
16,2001,85,Mild,1
16,2001,86,Mild,2
16,2001,87,Mild,1
16,2001,88,Mild,1
16,2002,2,Mild,10
16,2002,3,Mild,5
16,2002,4,Mild,6
16,2002,5,Mild,7
16,2002,6,Mild,9
16,2002,7,Mild,8
16,2002,8,Mild,5
16,2002,9,Mild,9
16,2002,10,Mild,8
16,2002,11,Mild,12
16,2002,12,Mild,19
16,2002,13,Mild,9
16,2002,14,Mild,9
16,2002,15,Mild,11
16,2002,16,Mild,20
16,2002,17,Mild,13
16,2002,18,Mild,18
16,2002,19,Mild,24
16,2002,20,Mild,15
16,2002,21,Mild,20
16,2002,22,Mild,22
16,2002,23,Mild,25
16,2002,24,Mild,17
16,2002,25,Mild,20
16,2002,26,Mild,20
16,2002,27,Mild,16
16,2002,28,Mild,15
16,2002,29,Mild,19
16,2002,30,Mild,9
16,2002,31,Mild,8
16,2002,32,Mild,14
16,2002,33,Mild,9
16,2002,34,Mild,12
16,2002,35,Mild,20
16,2002,36,Mild,13
16,2002,37,Mild,12
16,2002,38,Mild,18
16,2002,39,Mild,6
16,2002,40,Mild,9
16,2002,41,Mild,11
16,2002,42,Mild,13
16,2002,43,Mild,12
16,2002,44,Mild,10
16,2002,45,Mild,11
16,2002,46,Mild,12
16,2002,47,Mild,10
16,2002,48,Mild,8
16,2002,49,Mild,10
16,2002,50,Mild,11
16,2002,51,Mild,8
16,2002,52,Mild,11
16,2002,53,Mild,6
16,2002,54,Mild,6
16,2002,55,Mild,3
16,2002,56,Mild,6
16,2002,57,Mild,5
16,2002,58,Mild,4
16,2002,59,Mild,5
16,2002,60,Mild,8
16,2002,61,Mild,4
16,2002,62,Mild,4
16,2002,63,Mild,3
16,2002,64,Mild,5
16,2002,65,Mild,2
16,2002,66,Mild,1
16,2002,67,Mild,1
16,2002,68,Mild,1
16,2002,71,Mild,4
16,2002,72,Mild,2
16,2002,74,Mild,5
16,2002,75,Mild,1
16,2002,81,Mild,1
16,2002,84,Mild,1
16,2002,88,Mild,1
16,2002,89,Mild,2
16,2003,2,Mild,12
16,2003,3,Mild,15
16,2003,4,Mild,15
16,2003,5,Mild,20
16,2003,6,Mild,31
16,2003,7,Mild,38
16,2003,8,Mild,35
16,2003,9,Mild,49
16,2003,10,Mild,48
16,2003,11,Mild,45
16,2003,12,Mild,54
16,2003,13,Mild,62
16,2003,14,Mild,86
16,2003,15,Mild,86
16,2003,16,Mild,70
16,2003,17,Mild,84
16,2003,18,Mild,95
16,2003,18,Severe,1
16,2003,19,Mild,71
16,2003,19,Severe,1
16,2003,20,Mild,86
16,2003,20,Severe,2
16,2003,21,Mild,109
16,2003,22,Mild,100
16,2003,22,Severe,1
16,2003,23,Mild,106
16,2003,24,Mild,95
16,2003,25,Mild,104
16,2003,26,Mild,81
16,2003,27,Mild,94
16,2003,28,Mild,103
16,2003,29,Mild,93
16,2003,30,Mild,91
16,2003,31,Mild,89
16,2003,31,Severe,1
16,2003,32,Mild,94
16,2003,33,Mild,98
16,2003,34,Mild,68
16,2003,35,Mild,79
16,2003,36,Mild,47
16,2003,37,Mild,68
16,2003,38,Mild,65
16,2003,38,Severe,1
16,2003,39,Mild,70
16,2003,39,Severe,1
16,2003,40,Mild,79
16,2003,41,Mild,54
16,2003,42,Mild,47
16,2003,42,Severe,1
16,2003,43,Mild,64
16,2003,44,Mild,47
16,2003,45,Mild,43
16,2003,46,Mild,59
16,2003,47,Mild,55
16,2003,48,Mild,58
16,2003,49,Mild,44
16,2003,50,Mild,44
16,2003,50,Severe,1
16,2003,51,Mild,53
16,2003,52,Mild,40
16,2003,53,Mild,34
16,2003,54,Mild,28
16,2003,55,Mild,38
16,2003,56,Mild,24
16,2003,57,Mild,27
16,2003,58,Mild,35
16,2003,59,Mild,20
16,2003,60,Mild,26
16,2003,61,Mild,18
16,2003,62,Mild,16
16,2003,63,Mild,24
16,2003,64,Mild,25
16,2003,65,Mild,17
16,2003,66,Mild,29
16,2003,67,Mild,13
16,2003,68,Mild,11
16,2003,69,Mild,14
16,2003,70,Mild,14
16,2003,70,Severe,1
16,2003,71,Mild,9
16,2003,72,Mild,15
16,2003,73,Mild,9
16,2003,74,Mild,10
16,2003,75,Mild,5
16,2003,75,Severe,1
16,2003,76,Mild,5
16,2003,77,Mild,6
16,2003,78,Mild,3
16,2003,79,Mild,3
16,2003,80,Mild,1
16,2003,81,Mild,5
16,2003,82,Mild,2
16,2003,83,Mild,1
16,2003,86,Mild,1
16,2003,87,Mild,2
16,2003,88,Mild,1
16,2003,89,Mild,3
16,2003,92,Mild,1
16,2003,94,Mild,1
16,2004,2,Mild,7
16,2004,3,Mild,4
16,2004,4,Mild,11
16,2004,4,Severe,1
16,2004,5,Mild,13
16,2004,6,Mild,14
16,2004,7,Mild,16
16,2004,8,Mild,22
16,2004,9,Mild,20
16,2004,10,Mild,30
16,2004,11,Mild,36
16,2004,12,Mild,35
16,2004,12,Severe,1
16,2004,13,Mild,38
16,2004,14,Mild,38
16,2004,15,Mild,44
16,2004,16,Mild,50
16,2004,17,Mild,36
16,2004,18,Mild,48
16,2004,19,Mild,57
16,2004,20,Mild,77
16,2004,20,Severe,1
16,2004,21,Mild,63
16,2004,22,Mild,70
16,2004,23,Mild,73
16,2004,23,Severe,1
16,2004,24,Mild,80
16,2004,25,Mild,84
16,2004,26,Mild,65
16,2004,26,Severe,1
16,2004,27,Mild,80
16,2004,28,Mild,62
16,2004,29,Mild,65
16,2004,30,Mild,68
16,2004,31,Mild,55
16,2004,32,Mild,54
16,2004,33,Mild,62
16,2004,34,Mild,61
16,2004,35,Mild,49
16,2004,36,Mild,56
16,2004,37,Mild,39
16,2004,38,Mild,56
16,2004,38,Severe,2
16,2004,39,Mild,52
16,2004,40,Mild,38
16,2004,41,Mild,45
16,2004,42,Mild,57
16,2004,43,Mild,48
16,2004,44,Mild,44
16,2004,45,Mild,26
16,2004,46,Mild,35
16,2004,46,Severe,1
16,2004,47,Mild,25
16,2004,47,Severe,1
16,2004,48,Mild,42
16,2004,49,Mild,22
16,2004,50,Mild,28
16,2004,51,Mild,28
16,2004,52,Mild,21
16,2004,52,Severe,1
16,2004,53,Mild,22
16,2004,54,Mild,27
16,2004,55,Mild,22
16,2004,56,Mild,25
16,2004,57,Mild,11
16,2004,58,Mild,18
16,2004,59,Mild,12
16,2004,60,Mild,22
16,2004,61,Mild,12
16,2004,62,Mild,13
16,2004,63,Mild,7
16,2004,64,Mild,16
16,2004,65,Mild,9
16,2004,66,Mild,14
16,2004,67,Mild,9
16,2004,68,Mild,17
16,2004,68,Severe,1
16,2004,69,Mild,8
16,2004,70,Mild,11
16,2004,71,Mild,6
16,2004,72,Mild,2
16,2004,73,Mild,4
16,2004,74,Mild,7
16,2004,75,Mild,3
16,2004,76,Mild,1
16,2004,77,Mild,6
16,2004,78,Mild,3
16,2004,79,Mild,1
16,2004,81,Mild,1
16,2004,86,Mild,1
16,2004,87,Mild,1
16,2004,88,Mild,1
16,2004,93,Mild,1
16,2005,2,Mild,4
16,2005,3,Mild,9
16,2005,4,Mild,11
16,2005,5,Mild,12
16,2005,6,Mild,15
16,2005,6,Severe,1
16,2005,7,Mild,20
16,2005,8,Mild,19
16,2005,9,Mild,21
16,2005,10,Mild,19
16,2005,11,Mild,26
16,2005,12,Mild,21
16,2005,13,Mild,34
16,2005,14,Mild,29
16,2005,15,Mild,41
16,2005,16,Mild,36
16,2005,17,Mild,39
16,2005,18,Mild,56
16,2005,19,Mild,63
16,2005,20,Mild,57
16,2005,21,Mild,62
16,2005,22,Mild,72
16,2005,22,Severe,1
16,2005,23,Mild,56
16,2005,24,Mild,63
16,2005,25,Mild,55
16,2005,25,Severe,1
16,2005,26,Mild,50
16,2005,26,Severe,1
16,2005,27,Mild,47
16,2005,28,Mild,63
16,2005,29,Mild,84
16,2005,30,Mild,73
16,2005,31,Mild,58
16,2005,32,Mild,67
16,2005,33,Mild,65
16,2005,34,Mild,60
16,2005,35,Mild,47
16,2005,36,Mild,57
16,2005,37,Mild,48
16,2005,38,Mild,64
16,2005,38,Severe,1
16,2005,39,Mild,43
16,2005,39,Severe,1
16,2005,40,Mild,46
16,2005,41,Mild,43
16,2005,42,Mild,41
16,2005,43,Mild,46
16,2005,43,Severe,1
16,2005,44,Mild,42
16,2005,44,Severe,1
16,2005,45,Mild,26
16,2005,46,Mild,30
16,2005,47,Mild,37
16,2005,48,Mild,36
16,2005,49,Mild,34
16,2005,49,Severe,1
16,2005,50,Mild,35
16,2005,51,Mild,27
16,2005,52,Mild,28
16,2005,53,Mild,26
16,2005,54,Mild,16
16,2005,55,Mild,17
16,2005,56,Mild,17
16,2005,57,Mild,22
16,2005,58,Mild,7
16,2005,59,Mild,14
16,2005,59,Severe,1
16,2005,60,Mild,16
16,2005,61,Mild,11
16,2005,62,Mild,10
16,2005,63,Mild,11
16,2005,64,Mild,10
16,2005,65,Mild,8
16,2005,66,Mild,9
16,2005,67,Mild,7
16,2005,68,Mild,7
16,2005,69,Mild,7
16,2005,70,Mild,6
16,2005,71,Mild,6
16,2005,72,Mild,4
16,2005,73,Mild,6
16,2005,74,Mild,6
16,2005,75,Mild,3
16,2005,76,Mild,2
16,2005,77,Mild,2
16,2005,78,Mild,1
16,2005,80,Mild,4
16,2005,81,Mild,1
16,2005,84,Mild,1
16,2005,86,Mild,1
16,2005,87,Mild,1
16,2005,88,Mild,1
16,2005,92,Mild,1
16,2005,93,Severe,1
16,2005,94,Mild,1
16,2006,2,Mild,7
16,2006,2,Severe,1
16,2006,3,Mild,11
16,2006,4,Mild,11
16,2006,5,Mild,9
16,2006,6,Mild,12
16,2006,7,Mild,20
16,2006,8,Mild,24
16,2006,9,Mild,25
16,2006,10,Mild,29
16,2006,11,Mild,32
16,2006,12,Mild,20
16,2006,12,Severe,1
16,2006,13,Mild,35
16,2006,14,Mild,27
16,2006,14,Severe,1
16,2006,15,Mild,36
16,2006,16,Mild,31
16,2006,17,Mild,30
16,2006,18,Mild,34
16,2006,18,Severe,1
16,2006,19,Mild,38
16,2006,20,Mild,46
16,2006,20,Severe,1
16,2006,21,Mild,55
16,2006,22,Mild,46
16,2006,22,Severe,1
16,2006,23,Mild,38
16,2006,24,Mild,47
16,2006,25,Mild,33
16,2006,26,Mild,36
16,2006,26,Severe,1
16,2006,27,Mild,40
16,2006,28,Mild,56
16,2006,29,Mild,34
16,2006,29,Severe,1
16,2006,30,Mild,36
16,2006,31,Mild,34
16,2006,32,Mild,39
16,2006,32,Severe,1
16,2006,33,Mild,53
16,2006,34,Mild,28
16,2006,35,Mild,30
16,2006,36,Mild,24
16,2006,37,Mild,41
16,2006,38,Mild,25
16,2006,39,Mild,23
16,2006,40,Mild,25
16,2006,41,Mild,22
16,2006,41,Severe,1
16,2006,42,Mild,37
16,2006,43,Mild,26
16,2006,43,Severe,1
16,2006,44,Mild,33
16,2006,45,Mild,30
16,2006,46,Mild,23
16,2006,47,Mild,23
16,2006,48,Mild,22
16,2006,49,Mild,30
16,2006,50,Mild,26
16,2006,51,Mild,25
16,2006,52,Mild,21
16,2006,53,Mild,18
16,2006,54,Mild,12
16,2006,55,Mild,21
16,2006,56,Mild,6
16,2006,57,Mild,9
16,2006,58,Mild,8
16,2006,59,Mild,15
16,2006,60,Mild,14
16,2006,61,Mild,3
16,2006,62,Mild,11
16,2006,63,Mild,7
16,2006,63,Severe,1
16,2006,64,Mild,7
16,2006,65,Mild,5
