state,Year,Age,severe,numcase
51,2000,2,Mild,1
51,2000,3,Mild,3
51,2000,4,Mild,1
51,2000,5,Mild,1
51,2000,6,Mild,7
51,2000,7,Mild,4
51,2000,9,Mild,7
51,2000,10,Mild,5
51,2000,10,Severe,1
51,2000,11,Mild,11
51,2000,12,Mild,7
51,2000,13,Mild,8
51,2000,14,Mild,11
51,2000,15,Mild,3
51,2000,16,Mild,9
51,2000,17,Mild,2
51,2000,18,Mild,6
51,2000,19,Mild,4
51,2000,20,Mild,9
51,2000,21,Mild,4
51,2000,22,Mild,10
51,2000,23,Mild,9
51,2000,24,Mild,8
51,2000,25,Mild,9
51,2000,26,Mild,12
51,2000,27,Mild,5
51,2000,28,Mild,4
51,2000,29,Mild,9
51,2000,30,Mild,10
51,2000,31,Mild,8
51,2000,32,Mild,9
51,2000,33,Mild,5
51,2000,34,Mild,8
51,2000,35,Mild,9
51,2000,36,Mild,4
51,2000,37,Mild,8
51,2000,38,Mild,4
51,2000,39,Mild,3
51,2000,40,Mild,3
51,2000,41,Mild,5
51,2000,42,Mild,3
51,2000,43,Mild,3
51,2000,44,Mild,7
51,2000,45,Mild,7
51,2000,46,Mild,4
51,2000,47,Mild,8
51,2000,48,Mild,1
51,2000,49,Mild,4
51,2000,50,Mild,4
51,2000,51,Mild,1
51,2000,52,Mild,3
51,2000,53,Mild,3
51,2000,54,Mild,2
51,2000,55,Mild,1
51,2000,56,Mild,6
51,2000,57,Mild,1
51,2000,58,Mild,2
51,2000,59,Mild,3
51,2000,60,Mild,2
51,2000,61,Mild,3
51,2000,64,Mild,1
51,2000,65,Mild,1
51,2000,67,Mild,1
51,2000,73,Mild,1
51,2000,74,Mild,1
51,2001,2,Mild,7
51,2001,3,Mild,7
51,2001,4,Mild,9
51,2001,5,Mild,14
51,2001,6,Mild,20
51,2001,7,Mild,9
51,2001,8,Mild,15
51,2001,9,Mild,34
51,2001,10,Mild,26
51,2001,11,Mild,40
51,2001,12,Mild,47
51,2001,13,Mild,52
51,2001,14,Mild,40
51,2001,15,Mild,62
51,2001,16,Mild,36
51,2001,17,Mild,47
51,2001,18,Mild,39
51,2001,18,Severe,1
51,2001,19,Mild,40
51,2001,20,Mild,62
51,2001,20,Severe,2
51,2001,21,Mild,42
51,2001,22,Mild,45
51,2001,23,Mild,51
51,2001,24,Mild,40
51,2001,25,Mild,54
51,2001,26,Mild,60
51,2001,27,Mild,45
51,2001,28,Mild,59
51,2001,29,Mild,41
51,2001,30,Mild,65
51,2001,30,Severe,1
51,2001,31,Mild,49
51,2001,32,Mild,67
51,2001,33,Mild,58
51,2001,33,Severe,1
51,2001,34,Mild,42
51,2001,35,Mild,66
51,2001,36,Mild,59
51,2001,37,Mild,71
51,2001,38,Mild,44
51,2001,39,Mild,48
51,2001,39,Severe,1
51,2001,40,Mild,53
51,2001,40,Severe,1
51,2001,41,Mild,45
51,2001,42,Mild,48
51,2001,42,Severe,1
51,2001,43,Mild,48
51,2001,44,Mild,35
51,2001,45,Mild,33
51,2001,46,Mild,34
51,2001,47,Mild,25
51,2001,48,Mild,33
51,2001,49,Mild,25
51,2001,50,Mild,28
51,2001,51,Mild,24
51,2001,52,Mild,21
51,2001,53,Mild,21
51,2001,54,Mild,25
51,2001,55,Mild,15
51,2001,56,Mild,12
51,2001,57,Mild,10
51,2001,58,Mild,21
51,2001,59,Mild,19
51,2001,60,Mild,15
51,2001,61,Mild,14
51,2001,61,Severe,1
51,2001,62,Mild,13
51,2001,63,Mild,10
51,2001,64,Mild,13
51,2001,65,Mild,10
51,2001,66,Mild,11
51,2001,67,Mild,10
51,2001,68,Mild,10
51,2001,69,Mild,8
51,2001,70,Mild,3
51,2001,71,Mild,5
51,2001,72,Mild,3
51,2001,73,Mild,4
51,2001,74,Mild,1
51,2001,75,Mild,1
51,2001,76,Mild,3
51,2001,77,Mild,2
51,2001,78,Mild,2
51,2001,79,Mild,2
51,2001,80,Mild,3
51,2001,81,Mild,3
51,2001,82,Mild,2
51,2001,83,Mild,1
51,2001,86,Mild,2
51,2001,87,Mild,2
51,2002,2,Mild,49
51,2002,3,Mild,62
51,2002,4,Mild,70
51,2002,4,Severe,1
51,2002,5,Mild,90
51,2002,5,Severe,2
51,2002,6,Mild,83
51,2002,6,Severe,1
51,2002,7,Mild,102
51,2002,7,Severe,2
51,2002,8,Mild,119
51,2002,8,Severe,2
51,2002,9,Mild,118
51,2002,9,Severe,1
51,2002,10,Mild,138
51,2002,10,Severe,1
51,2002,11,Mild,145
51,2002,11,Severe,3
51,2002,12,Mild,143
51,2002,12,Severe,3
51,2002,13,Mild,190
51,2002,13,Severe,1
51,2002,14,Mild,163
51,2002,14,Severe,3
51,2002,15,Mild,189
51,2002,16,Mild,199
51,2002,16,Severe,2
51,2002,17,Mild,171
51,2002,18,Mild,160
51,2002,18,Severe,1
51,2002,19,Mild,192
51,2002,19,Severe,1
51,2002,20,Mild,197
51,2002,20,Severe,2
51,2002,21,Mild,195
51,2002,22,Mild,187
51,2002,22,Severe,1
51,2002,23,Mild,182
51,2002,23,Severe,2
51,2002,24,Mild,191
51,2002,25,Mild,179
51,2002,25,Severe,1
51,2002,26,Mild,182
51,2002,26,Severe,2
51,2002,27,Mild,212
51,2002,27,Severe,1
51,2002,28,Mild,165
51,2002,29,Mild,206
51,2002,29,Severe,1
51,2002,30,Mild,191
